,input,response,output,cosine_s
62,归母净利润6.27亿，同比+11.46%；扣非归母净利润5.84亿，同比+4.71%；每股收益为2.02元。Q2单季实现营收13.24亿，同比-10.82%，环比-15.66%；归母净利润3.00亿，同比+3.88%，环比-8.45%。上半年综合毛利率34.79%，同比+3.60pct，毛利率提升主要系高毛利率杀虫剂收入占比提升。净利率21.74%，同比+2.68pct。净利润增长主要来自两个方面，一是分别收购优士和优嘉5%少数股权后，少数股东综合收益减少；二是公允价值变动收益同比增加6238.40万至3066万元。三费比率（含研发费用）为9.54%，同比+1.55pct，其中职工薪酬增加使管理费用率提升35.59%至1.27亿；利息支出增加以及汇兑收益减少使得财务收益减少1173.52万。经营活动现金流量净额同比-51.81%，主要系账期较长的业务收入占比提高，应收账款周转率略有下降。　　上半年杀虫剂销量7853.64吨，同比+8.55%，均价23.08万元/吨，同比+11.88%，收入18.12亿，同比+21.43%。其中Q2单季销量3741.19吨，同比+1.39%，均价21.23万元/吨，同比+5.45%，量价均维持在单季度高位水平，环比小幅回落，总体农用菊酯增速快于卫生菊酯。农用菊酯方面，上半年受江苏安全事故影响，部分企业停产减产，致部分产品供应紧张价格维持高位。据卓创资讯数据，上半年功夫菊酯均价35.19万元/吨，同比+40.14%，联苯菊酯均价38.00万元/吨，同比+13.23%。公司抓住主要品种短期内供应紧张、量价齐升的有利契机，实现快速增长。卫生菊酯方面，上半年下游蚊香厂受天气影响开工不足需求下降，公司加强销售管理，卫生菊酯收入仍实现同比7.37%的稳定增长。目前主要菊酯品种价格仍处高位，我们认为安全环保整治高压下，菊酯产品有望维持在丰厚的盈利区间。　　上半年除草剂销量20835.79吨，同比-34.33%，均价3.08万元/吨，同比-23.19%，收入6.41亿，同比-49.60%。其中Q2单季销量10252.12吨，环比-3.13%，均价3.19万元/吨，环比+7.33%。受全球农化市场周期性下行，化工巨头库存偏高；巴西市场应用拓展低于预期；以及贸易环境恶化影响，麦草畏需求较弱，短期内销量下滑明显，价格压力较大。据卓创资讯数据，上半年麦草畏均价9.51万元/吨，同比-6.88%。我们认为随着巴西市场商业化应用逐步推进，麦草畏需求有望逐渐好转。　　优嘉三期项目（投资20.22亿元，新增菊酯等杀虫剂11475吨，苯磺隆等除草剂1000吨，丙环唑等杀菌剂3000吨）已开工建设，目前工程投入进度3.21%，我们预计2020年一季度将逐步释放产能。整合收购中化国际核心农药资产中化作物、农研公司后，在制剂业务方面布局进一步完善，研发能力进一步提升。另外，制剂项目、优嘉四期、优嘉五期均在规划建设中　,"公司发布2019年中报, 上半年实现营业收入28.94亿, 同比-6.49%｜菊酯量价齐升, 贡献业绩增长｜麦草畏仍偏弱势, 拖累出口收入下滑｜优嘉三期项目开工建设, 整合中化国际农药资产, 长期成长性依旧",上半年归母净利润6.27亿，同比增长11.46%｜杀虫剂销量增长，收入提升｜除草剂销量大幅下滑，价格压力明显｜优嘉项目建设推进，未来产能有望释放,0.08490566037735849
63,　　事件描述　　公司披露 2019 年中报， 实现营业收入 70.41 亿元，同比增长 112.75%；归母净利润 13.33 亿元，同比增长 94.20%；扣非后归母净利润 12.41 亿元，同比增长 112.82%。 加权平均 ROE3.99%，增加 1.95 个百分点。　　事件点评　　（ 1） 公允价值变动损益同比增加 17.34 亿元， 证券投资收入 24.01 亿元，同比增长 139%，营业收入贡献度达到 34%。（ 2） 利息净收入由于计准则变更和利息支出减少，同比增加5.84 亿元， 业绩贡献增加。（ 3）支出端， 人力成本 23.38 亿元， 同比增长68%；因会计准则变更和行情转暖，冲回减值损失 0.83 亿元。　　 据统计， 兴全基金短、中、长期的股票投资业绩均位居行业前 10 位， 资产管理规模稳健增长，管理总规模 3，154亿元，较年初增长 21%，其中公募基金规模 2，475 亿元，较年初增长 32%，远高于行业公募规模涨幅 3%。　　 公司经纪业务自 2018 年实现逆势增长后，今年上半年保持了增长态势。上半年，公司股票基金交易总金额2.44 万亿元，同比增长 29%。 实现代理买卖证券业务净收入（含席位） 6.69亿元，同比增长 11%。 截止 6 月末，母公司实现代理金融产品销售净收入0.86 亿元，行业排名保持在第五位。　　,自营业务显著改善带动业绩大幅增长｜基金管理业务具备品牌优势｜分公司改革持续推进财富管理转型,中报业绩大幅增长，营收同比增112.75%｜证券投资收入贡献显著，增长139%｜人力成本上升，减值损失冲回｜资产管理规模稳健增长，公募基金规模大幅提升,0.057692307692307696
64,2019年上半年实现营业收入82.06亿元，同比增长20.52%；归母净利润23.69亿元，同比增长26.57%；扣非归母净利润23.29亿元，同比增长26.43%；经营活动产生的现金流量净额20.99亿元，同比增长39.45%。　　分季度数据来看，公司单二季度收入43.00亿元，同比增长20.37%，与一季度增速基本持平；归母净利润13.63亿元，同比增长28.08%，相比一季度提升3.49pct，利润增速略超市场预期。上半年公司整体毛利率65.23%，相比去年同期下降2.42pct；费用方面，销售费用17.06亿元，同比增长12.15%，销售费用率20.79%，同比下降1.55pct；管理费用4.12亿元，同比增长16.15%，管理费用率5.02%，同比下降0.19pct；研发费用7.05亿元，同比增长10.24%，费用率8.60%，同比下降0.80pct；财务费用-1.42亿元，财务费用率-1.72%，同比下降1.52pct。费用整体控制良好，费用率合计下降4.06pct，使得公司利润增速高于收入增速。　　分板块看，上半年公司生命信息与支持业务实现营业收入32.26亿元，同比增长24.44%；毛利率65.42%，同比下降1.32pct。上半年公司持续对产品的性能和软件系统进行优化升级，进一步巩固公司的核心竞争力。国内市场中公司以监护仪为切入，带动除颤仪、麻醉机、呼吸机、输注泵等同领域产品同步增长，市场占有率稳步提升。国际市场公司凭借一流的产品、优质的客户口碑渠道建设实现客户群的有效突破。上半年公司体外诊断业务实现营业收入28.45亿元，同比增长22.48%；毛利率63.18%，同比下降2.34pct。公司上半年推出了高速生化分析和化学发光免疫分析的自动化级联系统以及配套生化、免疫试剂产品，协同高端五分类血液细胞分析和CRP一体化检测，以及血液细胞自动化流水线的产品优势，快速提升在中高端医院的渗透率，提升市场份额，业绩增长亮眼。医学影像业务上半年实现营业收入19.74亿元，同比增长12.51%；毛利率68.05%，下降4.08pct。上半年公司推出了一系列覆盖高中低端的台式和便携彩超产品，将高端技术和功能往中低端产品下沉。随着产品竞争力的提升，公司有效实现了高端客户群的突破，在北美、欧洲等多家医院等实现高端台式以及便携彩超的装机，在国内医院渗透率也稳步提升，成功抢占了国际巨头的市场份额。　　分区域来看，上半年国内实现收入47.91亿元，同比增长20.65%；北美地区实现收入7.82亿，同比增长12.68%；欧洲实现收入6.55亿元，同比增长15.34%；拉丁美洲收入5.39亿元，同比增长15.34%；其他地区实现收入14.37亿元，同比增长20.03%，海内外协同发展，整体增速均实现两位数增长。在自主研发、科技创新方面，2019年上半年，公司推出了HYPERVISORX亚重症中央站、腹腔镜气腹机、光学硬管腹腔镜、中高端台式彩超DC-80X-Insight版、新低端便携彩超Z50/Z60及新黑白超DP50专家版、低端台式彩超DC-30V2.0版、BS-2000M全自动生化分析仪(M2)、CL-6000iM2全自动化学发光免疫分析仪、生化免疫试剂产品（肿瘤、甲功、贫血、肝纤）平台优化等一系列在市场同档次里性能卓越、质量可靠、具备成本优势的产品和升级版本，研发成果突出。　　盈利预测：预计公司2019-2021年归母净利润分别为45.50亿、55.04亿、66.21亿，对应EPS分别为3.74元、4.53元、5.45元，对应PE分别为49X、40X、33X。首次覆盖，给予“增持”评级。　　,"迈瑞医疗发布2019年半年报｜业绩稳定增长, 费用控制良好｜三大业务领域持续稳健增长, 新产品表现亮眼｜海内外协同发展, 自主研发成果突出",上半年营收82.06亿元，同比增长20.52%｜归母净利润23.69亿元，同比增长26.57%｜费用控制良好，利润增速超收入增速｜各业务板块均实现两位数增长，市场份额稳步提升｜预计2019-2021年净利润持续增长，首次覆盖给予“增持”评级,0.06285714285714286
65,　　事件：　　盛通股份公告《 2019 年半年度报告》：收入 8.73 亿元（ +2.59%），归母净利润 4，748 万元（ -5.86%） 。　　　　盛通股份 2019H1 收入 8.73 亿元（ +2.59%），归母净利润 4，748 万元（ -5.86%） 。 分业务看，教育培训业务收入 1.22 亿元（ +39.49%） ，占比14.03%；出版业务收入 7.50 亿元（ -1.66%） ，占比 85.97%，扣非归母净利润 3，538 万元（ +24.69%）。　　　　公司 2019H1 整体毛利率 21.99%（ +3.62pcts），其中出版服务毛利率 18.27%（ +2.85pcts），教育培训业务毛利率 44.54%（ +0.50pcts）。出版业务毛利率提升迅速主要是因为公司利用数字化技术进行统一生产调度和质量监控进行标准化生产，实现京津冀沪四地生产联动，聚合出版机构的生产需求，有效简化图书生产流程，提高工作效率。　　　　公司 2019H1 制订了乐博乐博三年“千店计划”，规划到 2022 年，实现乐博系统内直营和加盟门店数量合计达到 1000 家，进一步提升公司的规模优势和品牌优势，巩固公司在 steam 机器人编程教育领域的地位。 2019H1公司通过新建、收购等多种方式，新增直营店 10 家。公司加大加盟商招商力度， 新增加盟店 40 家。公司积极拓展赛事体系，目前主办、承办或合作的各项赛事已涵盖国内几乎全部知名赛事，可以为广大学员提供最丰富和多样化的机器人赛事机会。　　盈利预测、投资评级和估值。　　我们维持公司 19-21 年净利润预测为 1.56/2.11/2.54 亿元，同比分别增长 25.42%/35.35%/20.77%，对应 EPS 分别为 0.28/0.38/0.46 元，对应PE 为 16x/12x/10x，维持“买入”评级。　　,"教育业务迅速增长, 出版业务净利润提升显著。｜出版效率提升驱动公司整体毛利率21.99%（+3.62pcts）。｜乐博乐博“千店计划”稳步推进, 19H1新增50家门店",教育培训业务增长显著，出版业务略有下滑｜整体毛利率提升，数字化技术助力生产效率｜乐博三年“千店计划”推进，扩大市场规模与品牌优势｜盈利预测维持“买入”评级，未来净利润持续增长,0.09117647058823529
66,业务遍及全国， 涵盖生态全产业链包括园绿化、水务水治理、土壤修复等各类生态修复业务，近年来持续在文化旅游领域布局，形成了生态+旅游双轮驱动的格局。　　  考虑到： 1）我国生态恶化形势严峻，国家重视生态文明建设，相关资本投入持续加码； 2）我国新型城镇化持续推进，预计城镇化率短期每年提升仍将超 1pct； 3） PPP 模式的更加规范化推行， 生态修复/保护行业未来仍将保持成长。 受益于政策支持及居民消费能力提升，旅游业行业规模以较快规模增长（ 13-17 年旅游业收入 Cagr 14.8%） ，我国旅游业发展将进入第三阶段，深度体验式度假为未来旅游趋势，结合政策推动，生态、文化将与旅游深度融合。　　 公司传统主业园林绿化产业链布局完整，综合实力强；收购新港永豪，增资本农科技，布局强化水务水治理、土壤修复业务，形成大生态业务模式；并购参股优质文旅标的，持续布局，目前与生态业务协同初显，未来有望持续加强。考虑到生态建设行业空间广、成长快，文旅业进入第三阶段高成长期，我们预计公司将充分受益。 证监会近期出台的《 上市公司分拆所属子公司境内上市试点若干规定（征求意见稿）》，明确上市公司子公司境内分拆上市约束条件，公司旗下子公司恒润科技、德玛吉（或即将满足）所有约束条件，值得关注。　　 首次覆盖给予“增持”评级： 我们预计公司 19-21 年归母净利 5.5/6.0/6.7 亿元，对应 EPS 分别为 0.36/0.39/0.43 元，当前股价对应 19-21 年PE 分别为 14x/13x/11x。我们认为公司所处行业具备成长性，生态、文旅业务协同效应已初步显现，公司有望持续受益。随着融资环境继续改善，公司回款能力、负债水平有望改善，同时优质子公司符合境内分拆上市的标准，或有望提升公司估值。 公司目前 PE(TTM)、 PB 均处于 5 年来低点，参考可比公司情况，给予公司 19 年目标 15x PE，对应目标价 5.40 元，首次覆盖给予“增持”评级。　　,"公司简介｜生态建设空间广阔, 旅游业规模增长快速｜外延并购布局生态+文旅双引擎, 优质子公司满足境内分拆上市要求",生态修复与旅游双轮驱动，政策支持助力行业成长｜公司布局完整，文旅协同初显，未来有望持续受益｜子公司分拆上市条件明确，或提升公司估值｜首次覆盖给予“增持”评级，目标价5.40元。,0.05533980582524272
67,　　事件：　　公司发布2019年前三季度业绩预告，Q1-Q3公司归母净利润约4.9-5.1亿元，同比增长2.49%-6.67%；EPS为0.51-0.53，去年同期为0.49元。其中，Q3公司归母净利润为1.57-1.76亿元，同比增长5.42%-18.18%，Q2业绩增速为-5.43%，Q3业绩增速相比Q2明显提升；EPS为0.16-0.18元，去年同期为0.15元。　　2019年前三季度，公司净利润较上年同期增加，主要由于持续推进老区块新井投运和旧井改造，实现稳产增产；强化运营管理，努力增收节支、降本增效，推动煤层气主业盈利水平提升。　　　　2019年4月，柳林石西、武乡南取得了试采证，目前已经对符合条件的气井进行试采。此外，在山西省2019年煤层气勘查区块项目招标中，公司全资子公司蓝焰煤层气成功取得和顺马坊东区块（区块面积253.82平方千米）的勘探权；至此，公司2017年以来新获区块面积共计870平方千米。　　　　2019年4月的关联交易公告显示，公司签订瓦斯治理订单2.82亿元、煤层气井施工订单2.4亿元、技术和运输服务0.35亿元，共计5.58亿元；8月新增煤层气井施工订单0.94亿元、技术和运输服务0.9亿元；至此，公司2019年瓦斯治理订单2.82亿元、煤层气井施工订单3.34亿元、技术和运输服务订单1.26亿元，共计7.43亿元。上半年公司确认的瓦斯治理收入1.41亿元、煤层气井施工收入1.81亿元，距离全年订单完成仍有较大空间，预计下半年工程部分仍有较大的保证。　　　　公司已经向全体股东每10股派发现金红利0.5元(含税)，共计派发现金红利0.48亿元。　　盈利预测：预计公司19/20年归母净利润7.32/8.35亿元，EPS为0.76/0.86元。维持买入评级。　　,"17年所获4区块勘探进展顺利, 19年招标再获新区块｜新增日常关联交易, 下半年工程业务有保障｜公司重组上市以来首次分红, 每10股派现金红利0.5元",前三季度净利润预期增长2.49%-6.67%｜Q3业绩增速明显提升，主要受益于新井投运和旧井改造｜新获勘探区块面积扩大，未来发展潜力可期｜公司已派发现金红利，维持买入评级,0.0611111111111111
68,　　事件　　公司发布 3Q9 业绩预告，预计 209 年前三季度归属净利润4.50~4.90 亿元，同比增长 0.09% ~ 3.3%；归属扣非净利润3.93~4.33 亿元，同比增长 26.07%~29.69%。预计 3Q9 单季度归属净利润 4.3~4.7 亿元，同比变动-2.24%~ -9.7%；归属扣非净利润 4.2~4.6 亿元，同比增长 5.47%~5.5%。 3Q8 公司处置祖龙相关股份确认税后非经损益 .0 亿元，使得同比归属净利润基数较高，而本业绩期无大额非经类投资收益。　　简评　　 去年同期，公司 3Q8 单季度投资收益 3.7 亿元，其中处置祖龙相关股权确认的税后非经损益 .0 亿元，同时包含部分美国环球影业片单投资产生的收益（记为经常性损益）， 而本季度公司业绩无前述重大项目影响，使得本期归属净利润与扣非净利润均存在同比基数较高的情况。 6 月公司新上线新游《神雕侠侣 2》，产品市场表现突出，由于该产品为公司自研自发，因此收入做递延处理，对当期业绩贡献有限。此外， 208 年末以来公司积极吸纳市场中优秀研发团队，管理费用及研发费用等相关支出也有所增加。　　 公司上半年推出重点产品《完美世界》及《神雕侠侣 2》产品流水持续性表现突出，《完美世界》上线至今超半年流水逐步进入较平稳的平台期，三季度 iOS 畅销榜位居 Top0-30 位区间；《神雕侠侣 2》 6 月上线，首月流水过 2 亿， 9 月 iOS 畅销榜保持在 top0-30 区间。在既有产品良好表现的支撑下，四季度公司计划上线《梦间集天鹅座》《我的起源》《 新笑傲江湖》， 2020 年储备作品还有《新梦幻诛仙》《战神遗迹》《幻塔》等，新团队储备作品及海外发行布局有望逐步进入释放期。此外，电视剧业务 《老酒馆》与《山月不知心底事》于三季度播出上线，预计业绩期内确认相关业绩；展望 Q4 及 2020 年，影视行业有望受益行业政策边际转暖，加速库存消化及应收账款回收。　　 公司作为老牌端游厂商，游戏研发实力行业领先，在主机游戏、端游、移动游戏领域均有丰富积累，尤其在端游及主机游戏方面的差异化布局更加彰显公司研发优势。此外，公司作为 Steam 中国的落地方，在优质海外游戏引进以及发挥自身主机、端游优势上也将展现更大潜力，并促进提升自身平台化属性。 5G 应用创新周期下，云游戏提供中长期发展动力，发行及渠道端格局重构将使得优质研发商议价权进一步提升。　　,"1、三季度业绩预告符合预期, 受投资收益等因素影响导致同比高基数｜2、年内重点游戏市场表现亮眼, 储备产品丰富产能释放值得期待｜3、看好云游戏带来的中长期增长空间, 头部研发商价值有望进一步提升",业绩预告显示前三季度净利润小幅增长｜新游表现突出，收入递延处理影响短期业绩｜研发投入增加，未来产品储备丰富｜影视业务有望受益政策改善，整体行业前景向好,0.0857142857142857
69,2019Q3 业绩预告略低于预期。公司在 A 客户量价齐升，华为、 vivo 四季度也开始贡献利润，新一轮高速成长即将到来。 维持目标价 31.89 元， 维持“增持”评级。2019Q3 业绩预告略低于预期， 维持目标价 31.89 元，维持“增持”评级。 公司 2019Q3 业绩预告 1-9 月归母净利润 7100~8100 万，同比下降 34.18%-24.91%， 略低于预期。 主要是因为今年新进入华为客户，为其新开产线，资本开支较大导致。 考虑公司在客户拓展进度和客户手机销量， 下调 2019 年营收 8.44 亿（-6.05%），归母净利润 1.22 亿（-22.10%）； 上调 2020、 2021 年营收为 14.50 亿（+31.97%）、 21.63亿（+49.15%），归母净利润为 2.33 亿（+27.18%）、 3.59 亿（+38.21%），对应 EPS 0.48（-22.24%）、 0.92（+28.25%）、 1.43（+38.41%） 元。维持目标价 31.89 元，对应 2020 年 35 倍 PE， 维持“增持”评级。　　公司 2019Q3单季度归母净利润 4300-5300 万元，同比下降 33.50%~18.04%， 环比改善明显（Q2 单季度同比-48.66%）。 业绩下滑，主要是两个原因：①A 客户老机型降价； ②为华为等客户扩产，资本开支较大。　　（1）公司 2019 年在 A 客户份额、 ASP 超预期（份额提升至 60%+）， 9 月 A 客户发布新机， 预计 Q4 收入大幅增加。（2）华为、 vivo 为新进客户， 目前份额 30%左右；（3） 5G 已至，公司在诺基亚、爱立信、华为 5G 基站进展顺利，2020 年该领域将增厚业绩。（4）热管/VC/热模组领域处于领先地位，5G 带来手机散热需求量价齐升,"2019年新进华为、vivo客户, 资本开支较大影响净利润｜拐点将至, 即将进入新一轮高速成长期｜催化剂",2019Q3业绩预告略低于预期，归母净利润同比下降34.18%-24.91%｜A客户量价齐升，华为、vivo四季度贡献利润｜资本开支较大影响业绩，预计2020年营收和净利润将大幅增长｜5G基站进展顺利，手机散热需求提升将增厚业绩,0.09157894736842105
70,　　业绩预览　　预测 3Q19 盈利同比增长 20%左右　　我们预测公司 3Q19 归属于母公司净利润的同比增速为 20%左右。　　关注要点　　 我们预计 3Q19 收入增速在20%上下，但 CBCT 收入的同比增速要慢于上半年， 色选机收入增速要快于上半年。　　 考虑到 2018 年大部分的订单都在下半年交付，导致去年下半年 CBCT 的收入规模是上半年的近 2 倍，形成较高基数。但同时，考虑到 1~9 月的展会订单规模超过 1，300 台，同比增长幅度超过65%，我们认为行业仍处在高景气阶段。若接下来的上海展会订单可以继续保持 60%左右的高速增长，则我们预计全年 CBCT 的销量可能超过年初指引的 2，000 台。　　 考虑到去年下半年，色选机海外收入同比下滑了 12.3%，造成较低基数，而今年公司又加强了海外销售的力度，我们认为下半年色选机海外收入的同比增长有望加快。而下半年国内色选机的同比增速我们预计将维持 5~10%的水平。考虑到海外色选机的渗透率较低，我们认为海外市场将成为美亚光电色选机板块的长期驱动力，而公司目前已经在印度设点，未来海外市场的潜力较大。　　 公司近日公告，由公司牵头承担的国家重大科学仪器开发专项“红外激光解离光谱－质谱联用仪的研制与产业化”项目已经顺利通过综合验收。该设备可应用于大气污染物分析、肝细胞癌分子标志物筛选和早期诊断、有机污染物的甄别分析等多个领域。按照计划，美亚光电将承担该仪器的产业化生产。但我们估计该项目不会对近期经营产生影响。我们认为，该项目彰显了公司的研发实力，进一步验证美亚光电向多领域多行业应用延伸的能力。　　估值与建议　　维持 2019/20e 盈利预测不变。当前股价对应 2019/20e 市盈率为40.9x/34.2x，我们维持目标价 35.82 元，对应 2019/20e 45x/37x 目标市盈率，潜在涨幅 9%。维持“跑赢行业”评级。　　风险　　竞争加剧；海外收入放缓；新品拓展不及预期。,"我们估计3Q19收入增速在20%左右｜料CBCT收入在三季度依然实现高增长, 但较上半年的增速有所放缓｜色选机海外收入在低基数下有望实现较快增长｜国家重大科学仪器设备开发专项完成项目验收, 彰显公司研发实力",3Q19净利润预期增长20%｜收入增速预计在20%左右，CBCT增速放缓，色选机增速加快｜海外市场潜力大，国内增速维持5-10%｜国家重大项目顺利通过验收，彰显研发实力｜维持“跑赢行业”评级，目标价35.82元，潜在涨幅9%,0.1108108108108108
71,　　公司动态事项　　公司发布2019年第三季度报告。　　事项点评　　　　2019年前三季度，公司实现营收5.00亿元，同比增长29.64%；实现归母净利润2.47亿元，同比增长30.23%；实现扣非归母净利润2.42亿元，同比增长32.65%。其中公司第三季度实现营收2.26亿元，同比增长35.14%；实现归母净利润1.16亿元，同比增长35.96%；实现扣非归母净利润1.14亿元，同比增长37.4%，略超市场预期。由于公司每年第三季度的收入和利润表现基本处于全年最高水平，因此与公司Q2业绩相比，增速环比提升显著，符合规律。　　2019年前三季度，公司整体毛利率为96.51%，同比提升2.60pct，其中公司第三季度的毛利率为96.57%，同比提升2.64ptc，环比提升0.09pct。期间费用率方面，2019年前三季度，公司的销售费用率和管理费用率分别为32.98%和9.42%，同比增长2.75pct和0.97pct，其中销售费用的增长主要是随着销售人员数量增加以及市场拓展相关的推广费增加所致。截至2019Q3，公司的研发费用达到0.26亿元，同比增长189.47%，主要是干细胞子公司的研发费用增加所致。　　　　公司于9月30日收到CDE寄发的《药审中心关于黄花蒿花粉变应原舌下滴剂注册现场检查的通知》，将开展对公司注册申报品种黄花蒿花粉变应原舌下滴剂（受理号：CXSS1900020）的现场检查，标志着公司新产品的注册工作已取得了一定进展，有望争取在2020年上市。公司的黄花蒿花粉变应原舌下滴剂主要用于蒿属花粉过敏引起的变应性鼻炎的脱敏治疗。花粉致敏植物的生长具有较显著的地域性，在我国，蒿属植物主要存在于在北方地区，由于其花粉产量大，在夏秋开花时节，花粉在空气中浓度将保持较高水平，致敏性强，因此，我国的蒿属花粉过敏多发于北方地区。目前，公司的核心产品粉尘螨滴剂的主要销售地区为南方，未来伴随新产品的上市，公司有望打开北方市场，进一步增厚业绩表现。　　,"营收增长快速, 毛利率持续提升｜黄花蒿花粉滴剂即将进入现场检查, 上市后有望打开北方市场",前三季度营收增长29.64%，净利润增长30.23%｜Q3业绩超预期，毛利率提升｜研发费用大幅增加，助力新产品注册进展｜新产品有望打开北方市场，进一步提升业绩,0.075
72,　　事件：　　2019 年 10 月 21 日，公司发布 2019 年三季报， 2019 年前三季度实现收入14.31 亿，同比增长 60.13%；实现归母净利润 0.98 亿，同比增长 282.56%。　　　　　　公司业绩位于此前预告的范围之内， 复合预期，继续保持着稳定增长的态势。 业绩大幅增长的原因是国内 4G 网络的不断深耕、 5G 网络建设的逐步起量以及海外市场的拓展带动公司移动通信设备产品快速增长，使得公司移动通信设备相关产品销售增长。2019 上半年三大运营商新建基站 80万站， 4G 的持续深耕有效带动公司通信业务收入的增加。　　　　三季度公司实现收入 5.22 亿，同比增长 49.59%，环比略有下滑；实现净利润 3775.56 万元，同比增加 207.89%，环比减少 683.66 万。三季度毛利率 18.81%，较去年三季度增加 4.51pct，较今年二季度减少 3.86pct；净利率 8.19%，较去年三季度增加 4.39pct，较今年二季度减少 1.3pct。 费用率方面，销售费用率 2.13%，管理费用率 2.95%，研发费用率 4.4%，同二季度相对相差不大。　　　　四季度开始，全国 5G 基站建设速度将逐步加快，相关产业链景气度有望大幅回升。 5G 时代，单价滤波器需求量较 4G 时期大幅攀升，市场规模倍增。 公司作为中兴通讯核心供应商拟向江苏省苏州市浒墅关经济技术开发区购买土地使用权，计划投资 1.95 亿元用于建设“世嘉科技新建 5G 陶瓷波导滤波器项目”， 提前规划陶瓷波导滤波器产能备战 5G。　　,"业绩符合预期, 继续保持着稳定增长｜受行业景气度影响, 单季度增长略微放缓｜备战5G, 滤波器业务积极扩产",业绩持续增长，前三季度净利润同比大增282.56%｜4G深耕与5G建设推动通信设备销售｜三季度毛利率提升，费用率保持稳定｜5G基站建设加速，市场需求有望大幅回升，提前布局陶瓷波导滤波器产能,0.06195652173913043
73,事件：公司2019年前三季度实现营业收入65.32亿元，同比增长7.76%；归母净利润9.27亿元，同比下降3.33%；扣非归母净利润8.52亿元，同比下降1.94%。单季度来看，公司Q3实现营收24.66亿元，同比增长7.60%；归母净利润4.09亿元，同比增长34.6%，业绩增长略超市场预期。　　受益于玻璃价格回暖，公司2019Q3毛利率同比提升2.73个百分点至31.07%（环比提升3.07个百分点），符合我们前期判断；2019前三季度毛利率28.14%，同比下降2.1个百分点。公司期间费用依然控制出色，前三季度期间费用率11.53%，同比下降0.73个百分点。公司前三季度经营活动现金流量净额同比下滑26.4%，主要是节能玻璃、郴州超白玻璃项目投产和储备存货等项目增加所致。　　公司于9月份发布中长期发展战略规划纲要（2019-2024），提出争取在2021/2024年实现营收超过100/135亿元，且ROE均不低于行业80分位水平。为与此目标相匹配，公司提出“一体两翼”发展措施，明确规模发展为主体，争取到2024年末浮法原片/节能玻璃产能较2018年分别增加30%/200%，产业链上下游布局更加完善，规模优势更加明显；此外，公司要求注重产品质量优化和高端化发展，并以此为“两翼”提升公司产品竞争力。　　公司配套战略规划将实施事业合伙人计划与员工持股计划，事业合伙人持股计划首批激励对象为23名公司核心管理层，股票来源于实际控制人无偿赠与，考核指标为以2016-2018年营收均值为基数，2021/2024年营收CAGR不低于10%，且ROE不低于行业80分位水平；员工持股计划对象为公司主任级以上管理人员、核心技术人员等不超过416人，股票来源于前期回购股份，价格为1.9元/股，2019年考核指标为以2016-2018年营收均值为基数，收入增速不低于10%，ROE不低于行业80分位。投资评级：受益于需求回暖（房地产竣工面积数据转好），叠加北方供给端收缩预期增强，预计玻璃价格有望保持高位，且仍有向上超预期可能。我们上调公司盈利预测，预计2019/2020年公司归母净利润为12.24/14.07亿元，EPS为0.46/0.52元，参考行业水平和公司发展现状，给予公司2019年9-10倍估值，对应合理价格区间为4.14-4.60元，维持公司“谨慎推荐”评级。　　,"Q3玻璃价格持续回暖, 单季毛利率同比提升｜中长期发展规划明晰发展路径｜激励计划彰显发展信心",前三季度营收增长7.76%，净利润小幅下降｜Q3业绩超预期，毛利率回暖｜中长期战略规划明确，目标2024年营收超135亿元｜员工持股计划激励核心管理层，提升公司竞争力,0.07764705882352942
