,input,response,output,cosine_s
126,　　事件：　　汇顶科技发布 2019 年三季报，前三季度实现营收 46.78 亿元，同比增长 97.77%。归母净利 17.12 亿，同比增长 437.22%。 综合财报及业绩说明会，我们点评如下。　　 　　公司业绩符合预期，费用改善助力净利率提升： 汇顶科技前三季度实现营收 46.78亿元，对应 Q3 单季 17.92 亿元，同比增长 83.37%，环比亦进一步提升了 7.80%，主要受屏下指纹产品持续放量推动。 公司屏下指纹产品在三季度继续保持了 90%以上的市占率，典型机型包括华为 Mate 30、小米 9、 vivo iQOO、 OPPO Reno等（累计获 85 款机型商用）， 预计单季度出货量在 4000 万以上。　　毛利方面，公司 Q3 毛利率 60.79%，环比微降 1.15 个百分点，主要受 IOT 新品放量影响； 虽然毛利率有所下降， 但得益于费用率改善， 公司净利率仍环比提升了 2.56 个百分点。 公司 Q3 单季销售费用率为 7.37%， 环比降低 2.00 个百分点，管理费用率 1.92%， 环比降低 0.61 个百分点。凸显了公司在营收增速向好的同时，还大力优化内部管理，提升经营效率。　　研发持续投入，新品引领市场： 上市以来，公司大力投入研发，并于 2018 年推出业界领先的屏下指纹识别芯片，助力今年业绩爆发。但公司并未止步于此，2019年研发力度进一步加码， 前三季度研发费用高达 7.21 亿元， 对应单三季度研发费用 2.63 亿元，同比增长 45.26%，环比进一步加速。 得益于高强度研发投入，公司新品取得进一步突破： （1）屏下指纹方面，搭载公司超薄屏下指纹方案的机型将于 Q4 正式量产。 同时公司在 LCD 屏下指纹方案上亦取得了突破，有望在年内实现商用。 这两款屏下指纹芯片将成为公司未来的新增长点。同时不断拉大公司与竞争对手的差距。 （2） IOT 产品方面， 小米于 6 月份推出了米家智能门锁，采用了公司的指纹+安全 MCU 方案；而 vivo 在 9 月份推出的 TWS 耳机，则首发了公司的入耳检测+触控二合一的单芯片解决方案， 公司采用电容触控，相比传统的光学触控， 具备无需开窗、外观限制小、结构易防水等优势。 后续伴随着 TWS 耳机市场的爆发，公司将深度受益。　　　　,"维持“审慎推荐-A”评级：汇顶科技凭借其屏下指纹芯片的领先优势, 不断强化竞争优势。公司正积极推进平台化战略, 通过扩张新市场新产品, 平滑单一品类对公司业绩波动的影响, 并为客户提供整套解决方案。收购NXPVAS业务若顺利落地, 还将获得全球领先的音频芯片及算法优质资产, 卡位音频交互入口。鉴于汇顶科技作为国内芯片设计龙头的地位, 我们看好其长期发展。鉴于其竞争优势、战略布局以及行业前景, 我们维持其“审慎推荐-A”评级。投资有风险, 决策需谨慎。",我们认为汇顶科技在屏下指纹识别和IOT产品领域的持续创新和市场领导地位将为公司未来的增长提供强有力的支撑。尽管毛利率有所下降，但费用率的改善和净利率的提升显示出公司在经营效率上的优化。考虑到公司强劲的业绩增长和研发投入，我们对其未来发展持乐观态度。综上所述，我们给予汇顶科技“强烈推荐”评级，建议投资者关注其长期投资价值。,0.07205882352941176
127,　　事件：　　汇顶科技发布 2019 年三季报，前三季度实现营收 46.78 亿元，同比增长 97.77%。归母净利 17.12 亿，同比增长 437.22%。 综合财报及业绩说明会，我们点评如下。　　 　　公司业绩符合预期，费用改善助力净利率提升： 汇顶科技前三季度实现营收 46.78亿元，对应 Q3 单季 17.92 亿元，同比增长 83.37%，环比亦进一步提升了 7.80%，主要受屏下指纹产品持续放量推动。 公司屏下指纹产品在三季度继续保持了 90%以上的市占率，典型机型包括华为 Mate 30、小米 9、 vivo iQOO、 OPPO Reno等（累计获 85 款机型商用）， 预计单季度出货量在 4000 万以上。　　毛利方面，公司 Q3 毛利率 60.79%，环比微降 1.15 个百分点，主要受 IOT 新品放量影响； 虽然毛利率有所下降， 但得益于费用率改善， 公司净利率仍环比提升了 2.56 个百分点。 公司 Q3 单季销售费用率为 7.37%， 环比降低 2.00 个百分点，管理费用率 1.92%， 环比降低 0.61 个百分点。凸显了公司在营收增速向好的同时，还大力优化内部管理，提升经营效率。　　研发持续投入，新品引领市场： 上市以来，公司大力投入研发，并于 2018 年推出业界领先的屏下指纹识别芯片，助力今年业绩爆发。但公司并未止步于此，2019年研发力度进一步加码， 前三季度研发费用高达 7.21 亿元， 对应单三季度研发费用 2.63 亿元，同比增长 45.26%，环比进一步加速。 得益于高强度研发投入，公司新品取得进一步突破： （1）屏下指纹方面，搭载公司超薄屏下指纹方案的机型将于 Q4 正式量产。 同时公司在 LCD 屏下指纹方案上亦取得了突破，有望在年内实现商用。 这两款屏下指纹芯片将成为公司未来的新增长点。同时不断拉大公司与竞争对手的差距。 （2） IOT 产品方面， 小米于 6 月份推出了米家智能门锁，采用了公司的指纹+安全 MCU 方案；而 vivo 在 9 月份推出的 TWS 耳机，则首发了公司的入耳检测+触控二合一的单芯片解决方案， 公司采用电容触控，相比传统的光学触控， 具备无需开窗、外观限制小、结构易防水等优势。 后续伴随着 TWS 耳机市场的爆发，公司将深度受益。　　　　,"投资建议：维持福莱特玻璃的投资评级, 考虑到其强大的竞争地位和持续的成长潜力, 我们看好其未来表现。其业务模式和产品质量得到了市场的广泛认可, 这将有助于其持续增长。同时, 其在新市场和新产品方面的积极拓展也为其增长打开了新的可能性。综合来看, 我们建议投资者关注并继续持有福莱特玻璃的股份。",我们认为汇顶科技在屏下指纹识别和IOT产品领域的持续创新和市场领导地位将为公司未来的增长提供强有力的支撑。尽管毛利率有所下降，但费用率的改善和净利率的提升显示出公司在经营效率上的优化。考虑到公司强劲的业绩增长和研发投入，我们对其未来发展持乐观态度。综上所述，我们给予汇顶科技“强烈推荐”评级，建议投资者关注其长期投资价值。,0.07884615384615384
128,　　公司公告2019年三季报：1）财务数据：前三季度收入788亿，同比增长20.4%，其中速运快递业务收入746亿，同比增长16%；实现归属净利43.1亿，同比增长44.8%，扣非净利35.1亿，同比增长24.5%。2）分季度看：Q3实现收入287亿元，同比增长25.4%，实现扣非净利11.8亿，同比增长61.6%；Q1及Q2分别实现收入增速16.7%及18.6%，实现扣非归属净利分别为8.4及14.9亿，同比为下滑6.8%及增长25.1%。3）经营数据：前三季度业务量32.5亿件，同比增长16.6%，单票收入22.9元，同比下降0.5%，Q3单季业务量12.2亿件，同比增速31.3%，Q1及Q2分别为7.3%及10.9%。　　踏准节奏，借特惠专配再度发力电商件市场，效果显著。1）再度发力电商件市场。19年5月公司推出针对电商大客户的特惠专配产品（预计单位价格降至5-10元），填补过去价格区间空白，以“填仓”模式发力，既刺激业务量，又提升装载率降低成本。2）效果：刺激业务量连续5个月提升，8月突破30%，9月再升至38%，是18年3月以来最快增速，同时公司是唯一业务量较8月提速，该业务帮助公司提升装载率，带来边际正贡献。9月公司业务量增速超过行业13个百分点，且追近通达系，申通（50.64%）>圆通（42.19%）>韵达（40.57%）>顺丰（37.99%）>行业（25%），预计双11公司业务量增速或超预期。市场份额角度：公司Q3份额达到7.6%，较Q2提升0.9个百分点，9月已经达到8.1%，为剔除春运月外18年5月以来最高。3）我们认为该产品不仅是阶段性产品，而是公司未来要发力的持续增长点。电商件的性价比是相对的，客单价与物流配送成本的系数直接影响物流选择。快递价格下降，会使得更多价格带产品进入顺丰的配送范围，而顺丰凭借自身的品牌与管理实际可帮助客户降低隐性物流成本。　　成本管控进行时，红利不断释放。1）毛利率同比提升：Q3毛利率18.4%，同比提升0.9个百分点，其中Q1、Q2毛利率分别为18%及21.5%，同比提升0.4及1.4个百分点。2)成本降低更重要的意义在于可帮助公司拓宽价格带与产品体系：扬长补短，提升产品性价比，拓宽价格带与产品体系，扩大市场空间。　,"投资建议：考虑到顺丰的特惠件可能显著提速, 以及成本管控红利释放, 我们建议深度研究顺丰棋局, 并考虑其非经损益因素, 调高其盈利预期。考虑到其新业务快速增长有盈利曙光, 建议给予该股“推荐”评级。然而, 投资有风险, 决策需谨慎。具体而言, 我们应该根据自己的风险承受能力和投资目标来决策。",我们认为公司在电商件市场的持续发力和成本管控措施将为未来业绩增长提供强有力的支持。随着市场份额的提升和业务量的加速增长，预计公司在即将到来的双11期间将实现超预期的业绩表现。综合考虑公司的市场策略、财务表现及行业竞争格局，我们给予公司“强烈推荐”评级，建议投资者积极关注该股的投资机会。,0.08199999999999999
129,　　事件：　　公司公告2019年三季报，前三季度实现营业收入64.55亿元，同比增长3.29%，归母净利润6.87亿元，同比减少2.16%，扣非净利同比减少0.27%。　　评论：　　1、业绩符合预期，营收增速环比略升　　在下游食品饮料客户需求整体稳健的背景下，19年公司持续深入推进差异化产品和智能化包装进程，通过研发符合市场需求、客户认可的差异化产品，前三季度整体收入实现稳健增长。Q3单季，收入同比增长4.59%，增速环比Q2小幅提升2.34pct。其中，我们估计三片罐-饮料罐收入受红牛今年销量影响，增长仍然偏弱；二片罐业务在客户订单以及公司产能扩张的带动下，Q3持续较好增长。　　2、Q3费用增加拖累净利，持续看好盈利修复预期　　前三季度综合毛利率同比略降0.21pct至26.78%，主要因业务结构调整影响，同时产能利用率优化改善二片罐-饮料罐毛利率。2017~2019年奥瑞金，宝钢包装、中粮包装等二片罐金属罐包装企业整合行业基本完毕，行业前四名市场集中度达70%，未来有望逐步带动行业盈利能力向上修复。费用方面，前三季度销售、管理+研发、财务费用率分别同比变动+0.28pct、+0.73pct、-0.22pct，净利率同比略降0.38pct至10.82%。Q3单季，毛利率同比略升0.37pct，单季度费用增加导致Q3归母、扣非净利分别同比减少16.56%、17.14%。　　3、基本面向上趋势明确，维持“强烈推荐-A”评级。　　我们认为，一方面公司传统主业拐点向上趋势基本确立，收购波尔亚太中国业务后有望优化客户结构，提升行业集中度。另一方面，TotalSolution更新业务模式顺应客户需求，积极开拓差异化包装设计、灌装、综合服务等新领域，完善生产布局，提升客户服务能力。此外，公司推出股份回购叠加股权激励计划，华彬近期连续增持，彰显管理层和大客户对公司发展的坚定信心。,"投资建议：我们维持对公司的“强烈推荐-A”评级, 理由是公司传统主业拐点向上趋势基本确立, 收购波尔亚太中国业务后有望优化客户结构, 提升行业集中度。同时, TotalSolution更新业务模式顺应客户需求, 积极开拓差异化包装设计、灌装、综合服务等新领域, 完善生产布局, 提升客户服务能力。此外, 公司推出股份回购和股权激励计划, 华彬近期连续增持, 彰显管理层和大客户对公司发展的坚定信心。未来, 公司有望持续发展, 评级继续看好。

以上观点仅供参考, 投资有风险, 决策需谨慎。",我们认为公司在行业整合和市场需求稳健的背景下，基本面向上趋势明确，未来有望实现盈利修复。尽管短期内费用增加对净利造成一定压力，但随着产能利用率的提升和差异化产品的推进，公司的盈利能力有望逐步改善。考虑到公司在行业中的竞争地位和管理层的信心，我们维持“强烈推荐-A”评级，建议投资者关注该股的长期投资价值。,0.08653846153846152
130,　　 　　事项：　　公司发布2019三季报，实现营业收入25.7亿元，同比增长17.3%，归母净利润3.02亿元，同比增长162.3%，EPS0.46元。　　平安观点：　　海缆业务持续放量，业绩高增长。公司发布2019三季报，实现营业收入25.7亿元，同比增长17.3%，归母净利润3.02亿元，同比增长162.3%。三季度单季营收10.8亿元，同比增长34.4%，归母净利润1.22亿元，同比增长107.2%。前三季度，公司海缆业务收入占比达39.51%，推算海缆业务收入10.15亿元，其中三季度海缆业务收入约4.06亿元，创海缆收入规模季度新高。三季度综合毛利率23.86%，环比下降3.32个百分点，主要由于不同海缆项目存在一定的盈利水平差异，二季度交付的部分项目电压等级较高，毛利率相对更高。综合来看，公司海缆业务依然处于较高的盈利水平，提供主要的业绩贡献。　　在手订单饱满，着力推进新产能建设。2019年以来，公司获取的海缆相关订单约17亿元，其中三季度新增海缆订单3.91亿元。截至上半年，公司在手海缆订单约26亿元，估计公司截至三季度末的在手海缆订单25-26亿，能够有力支撑2020年的海缆业务发展。考虑海缆产能扩充周期长以及头部海缆企业在手订单较为饱满，未来海缆项目招标将更趋于卖方市场。同时，公司仍在持续推进宁波、阳江等新的海缆生产基地的规划和建设，未来产能有望大幅扩张。　　关注海上风电的中长期逻辑。目前公司海缆业务主要依赖海上风电市场，短期来看，国内海上风电市场有望迎来强抢装，预计2019-2021年年均新增装机规模超过3GW。中长期来看，海上风电具有较好的降本潜力，市场规模有望进一步扩大；近期英国发布第三轮CfD海上风电招标结果，拟于2025年之前投产的5.5GW项目中标电价约40英镑/MWh，对应人民币约0.36元/千瓦时；自2015年第一轮招标以来，英国海上风电中标电价下降了65%，对国内海上风电发展具有重要指导意义。此外，随着近海项目的开发，未来海风项目开发也将呈现离岸化特点，增加海缆需求。　　 ,"海缆业务盈利水平超出预期, 当前海缆供需偏紧, 有望维持相对较高的盈利水平。公司海缆业务仍具发展潜力, 评级为“推荐”。

投资建议：公司海缆业务盈利水平超出预期, 且当前海缆供需偏紧, 有望维持相对较高的盈利水平。综合考虑, 我们维持对公司“推荐”评级。

风险提示：投资决策需基于自身风险承受能力和投资目标。投资有风险, 决策需谨慎。请注意, 以上分析仅供参考, 不构成投资建议。",我们认为公司在海缆业务方面的持续增长和订单饱满为未来业绩提供了强有力的支撑。短期内，海上风电市场的快速发展将进一步推动公司业绩的提升。考虑到公司在手订单的充足以及新产能的规划建设，我们对公司未来的增长前景持乐观态度。综合考虑公司的基本面和行业趋势，我们给予公司“强烈推荐”评级，建议投资者积极关注该股的投资机会。,0.08456375838926174
131,　　事件：　　10月25日，峨眉山A发布三季报。2019年前三季度，公司实现营业收入8.73亿元/增长3.04%；归母净利润1.86亿元/增长10.34%；扣非后归母净利润1.82亿元/增长7.97%；基本每股收益0.3536/增长10.36%。　　其中，公司2019Q3实现营业收入3.44亿元/增长6.65%；归母净利润1.09亿元/增长10.52%；扣非后归母净利润1.08亿元/增长9.75%。　　评论：　　1、旺季门票降价，客流与索道业务表现靓丽。Q3公司收入增长6.65%，今年峨眉山执行旺季票价160元/人，较去年同期下调25元（淡季票价和渠道价不改），收入增长主要受益旺季客流增长，以及万年索道升级后运力提升。Q3公司归母净利润增长10.5%，与上半年增速相当，得益于收入增长与成效显著的费用控制。　　2、毛利率小幅提升，财务费用大幅缩减。2018Q3，公司毛利率47.7%/上涨0.2pct，销售费用率1.6%/同比增长0.2pct，管理费用率10.1%/增长1.1pct，或因高毛利的门票业务占比下降，财务费用率-2.0%/提升2.1pct，主要因利息收入增加，综合影响下，公司净利率上升1.1pct。　　3、增资云上旅游，进军旅游演艺项目。峨眉山此前公告拟使用募集资金出资1.207亿元认缴云上旅游新增注册资本1.2亿元，持股40%，旅投航旅和峨旅投集团分别持股34%和26%，本次对外投资系为投资“只有峨眉山”实景演艺建设项目，有助利用峨眉山的资源优势和市场需求，丰富旅游产品，延伸旅游链条，提升旅游形象。　　,"投资建议：公司三季度经营稳中向上, 门票降价影响可控, 营销转型与子公司减亏工作显示积极成效。在外延方面, 公司正在茶叶、特产、大数据、旅游演艺等领域探索, 建议关注相关项目进展。评级：审慎推荐-A, 仅供参考。

请注意, 以上仅是基于当前信息的推理预测, 投资决策需结合自身风险承受能力和投资目标。",我们认为峨眉山A在旺季票价调整和客流增长的背景下，业绩表现稳健，且通过有效的费用控制实现了净利润的增长。公司在旅游演艺项目上的投资将进一步丰富其产品线，提升市场竞争力。考虑到公司未来的增长潜力和行业前景，我们给予“推荐”评级，建议投资者关注该股的长期投资价值。,0.059322033898305086
132,　　事件：　　公司发布公告：2019年Q1~Q3实现营收21亿元，同比增长29.88%；归母净利润6.32亿元，同比增长95.8%；归母扣非净利润5.53亿元，同比增长252.77%。公司实际归母净利润高于预告5.89~6.24亿元区间上限，超市场预期。与此同时，公司修改收购苏州捷力方案，下调收购对价至18.01亿元，并取消业绩对赌条款。 ：　　业绩高速增长，超市场预期。公司2019Q3实现营收7.28亿元，同比增长12.51%，环比增长0.9%，实现归母净利润2.43亿元，同比增长50.53%，环比增长37.5%，其中扣非净利润2.31亿元，同比增长87.5%，环比增长61%。在国内由于产能释放等原因隔膜价格持续下滑，竞争加剧，公司业绩高速增长主要来源于海外市场的快速开拓，其产品价格相对稳定有助于提升产品毛利率，对冲国内跌价风险。　　海外占比提升改善毛利率，产能有序扩张。2019Q3公司隔膜出货量预计1.9亿平左右，环比大约增长5%，同比约增长36%，其中海外出货量预计4000~5000万平，海外占比由2019H1的15%提升至三季度的24%。2019年前三季度公司销售毛利率44.86%，销售净利率33.02%，2019Q3单季销售毛利率46.41%，环比增长4.02pct，海外销售占比提升带动整体销售毛利率上升。公司年初基膜产能13亿平方米（上海恩捷3亿平米+珠海恩捷10亿平米），随着珠海恩捷二期项目、江西通瑞项目（4亿平米）、无锡恩捷二期项目（5.2亿平米）等陆续投产，公司年底年产能有望突破20亿平方米，新投放产能将直接受益于海外销售渠道的扩张，有望助推业绩持续高速增长。　　费用控制良好，销售回款大幅改善。2019年前三季度公司期间费用率（含研发费用）为11.69%，同比增长0.27pct，其中财务费用率2.28%，同比增长1.48pct，主要原因是公司隔膜业务投资增加导致短期借款和长期借款增长所致；管理费用率3.88%，销售费用率2.07%，研发费用率3.46%，同比均基本持平。2019年前三季度经营活动现金流量净额2.05亿元，由负转正，同比增长172%，其中三季度单季经营活动现金流量净额8839万元，由负转正，同比增长156%，公司销售回款大幅改善。　　并购夯实龙头地位，协同效应显著。公司修改收购捷力方案，决定下调收购对价至18.01亿元，并取消业绩对赌条款（原条款2020-2022年净利润1/1.5/2亿元），其目的在于提高整合效率，获得协同效应，此次收购一方面能够提高市场份额，强化龙头地位；另一方面利于补齐消费领域的短板，实现消费和动力领域的双轮驱动。从国内市场来看，我们认为随着隔膜市场竞争加剧，低端产能逐步出清，行业集中度将进一步提升，龙头降价压力相对较小，有望以量补价，实现业绩增长；从海外市场来看，恩捷绑定海外大客户LG化学、三星SDI、松下等，海外隔膜价格稳定且需求持续放量，新收购产能将直接受益于恩捷的销售渠道，节省客户开拓成本，提速海外消费电池的隔膜占比。　　 　　,"基于审慎性原则, 考虑公司的全球湿法隔膜龙头地位以及海外业务拓展迅速的特点, 我给予公司买入评级。公司未来的业绩有望持续高速增长, 这主要得益于其海外业务的拓展。然而, 收购捷力的事项尚未完成, 因此我们暂不考虑其对业绩的具体影响。至于市盈率、市值等具体财务数据, 我无法给出预测。投资有风险, 决策需谨慎。具体来说, 公司的未来增长前景以及其在行业中的领先地位, 使得我对其持续看好。",我们认为公司在业绩高速增长和市场拓展方面表现出色，尤其是海外市场的快速开拓显著提升了毛利率，降低了国内市场竞争带来的风险。随着新产能的投放和收购方案的优化，公司有望进一步巩固其行业龙头地位。考虑到公司良好的费用控制和销售回款改善，我们对其未来发展持乐观态度。综上所述，我们给予公司“强烈推荐”评级，建议投资者关注该股的长期投资机会。,0.0703125
133,　　收入保持稳健增长，单三季度净利润加速增长主要因销售费用率下降　　公司公告19年前三季度营收26.51亿元，同比增长23.93%；19Q3营收9.61亿元，同比增长19.71%。19年前三季度高档酒收入25.41亿元，同比增长23.2%；19Q3收入9.36亿元，同比增长19.15%。前三季度高端产品收入同比下降16%，次高端产品井台、八号收入同比增长23%。　　19年前三季度归母净利润6.39亿元，同比增长38.13%；19Q3归母净利润3亿元，同比增长53.41%。19年前三季度毛利率同比微幅提升0.93pct至82.5%。前三季度销售费用率同比下降1.68pct至28.72%，主要是因公司费用投放存在季节波动，19Q3销售费用率仅22.5%，同比下降5.84pct；管理费用率受益规模效应同比下降1.93pct至7.28%。前三季度公司营业税金及附加占比收入同比提升2.12pct至16.07%，可能是因为消费税缴税与收入确认节奏不一致19年前三季度所得税率同比提升5.04pct至24.77%，主要因去年子公司亏损抵扣部分所得税，未来税率将趋于正常。　　受益行业增长及公司渠道扩张，有望完成全年经营目标　　我们预计19-23年次高端行业收入CAGR约为20%。去年以来次高端竞争有所加剧，但良好的激励制度为公司未来发展奠定了基础。我们认为受益行业增长及公司渠道扩张，公司有望完成全年经营目标。　　 　　　　,"基于公司稳健的经营模式和持续的增长潜力, 我们维持买入评级。公司业绩表现持续稳定, 且我们预计在未来几年内仍将保持较高的增长势头。我们建议关注公司未来几年潜在的市场机会和竞争优势, 同时结合当前市场环境下的合理估值水平, 综合评估公司的投资价值。因此, 我们建议投资者积极关注并参与此投资机会, 但需注意投资风险, 根据自身风险承受能力和投资目标做出明智的决策。",我们认为公司在高档酒市场的稳健增长和次高端产品的良好表现为未来发展提供了强有力的支撑。尽管面临行业竞争加剧的挑战，但公司通过有效的费用控制和渠道扩张策略，预计将继续实现收入和利润的增长。考虑到公司在行业中的地位和未来的增长潜力，我们给予公司“买入”评级，建议投资者关注其长期投资价值。,0.07914110429447851
134,　　业绩回顾　　3Q19业绩高于我们预期　　公司公布3Q19业绩：1-3Q19营业收入8.73亿元，同比增长3.04%；归母净利润1.86亿元，同比增长10.34%，对应每股盈利0.35元。其中，3Q19营业收入3.44亿元，同比增长6.65%；归母净利润1.09亿元，同比增长10.52%。公司业绩高于我们的预期，主要由于客运索道利用率提升较快。　　索道收入贡献营收增量。1）3Q18峨眉山旺季景区门票下调25元，拉低门票营收增速；2）游客索道使用率提升成为公司业绩增长的主要动力，2H18/1H19索道收入同比+12%/+23%。景区内共两条索道，金顶索道位于高山区，万年索道位于中山区，2018/1H19人均乘坐索道次数1.8/2.0，明显提升（理论最高值为4.0）。　　财务分析：1）由于索道利用率提升，3Q19毛利率达47.7%，同比提升0.2ppt；2）3Q19销售费用同比+24.3%，对应销售费用率1.6%；管理费用同比+19.1%，对应管理费用率10.1%。3）由于联营企业的亏损减少，1-3Q19公司投资收益较上年同期减亏186万元；4）1-3Q19经营活动净现金流3.43亿元，较上年同期明显改善。　　发展趋势　　业务拓展多元化：1）8月23日，公司公告向云上旅游增资1.207亿元，占出资后云上旅游资本的40%，成为控股方。2）云上旅游业务包括文艺创作与表演、艺术表演场馆、文旅项目营销与策划等，是“只有峨眉山”旅游演艺项目的建设运营公司。3）9月6日“只有峨眉山”首演，该项目由知名导演王潮歌主编（印象、又见系列导演），是原生态实景村落浸没式戏剧，投资额约7亿元。4）公司预计项目每年为景区带来5%的游客增量，提高酒店入住率10%左右，每年增加门票、索道收入3300万元，酒店收入2000万元。　,"基于公司业绩高于预期, 我们建议继续持有相关股票。该公司的业绩表现持续强劲, 这增加了我们对未来增长的信心。我们依然看好该公司的前景, 并维持跑赢行业的评级。考虑到公司的发展趋势和行业的整体前景, 我们认为当前股价具有吸引力, 且未来仍有进一步上升空间。不过, 投资决策需结合个人风险承受能力和投资目标进行。",我们认为公司在3Q19的业绩表现超出预期，主要得益于客运索道利用率的提升和新业务的拓展。随着“只有峨眉山”项目的成功首演，预计将为公司带来可观的游客增量和收入增长。考虑到公司在景区运营和多元化业务发展方面的积极布局，我们对其未来的增长潜力持乐观态度。综合考虑公司的基本面和行业前景，我们给予公司“买入”评级，建议投资者关注其长期发展机会。,0.07724550898203592
135,　　 　　事件：公司公告2019年三季报，实现营业收入2.91亿元，同比增长21.48%，归母净利润9816万元，同比增长7.84%，扣非净利润8461万元，同比增长13.52%。　　业绩符合预期，扣非利润增速逐季提高。公司2019Q3单季度实现营业收入1.17亿元，同比增长17.42%，归母净利润4344万元，同比增长9.74%，扣非净利润3972万元，同比增长18.53%，其中收入端延续了上半年的稳定增长，扣非利润增速较2019Q1和Q2的8%和10%有明显提速，我们认为公司仪器投放加速对试剂的拉动作用持续体现，而高毛利项目占比提高带来公司综合毛利率78.61%，同比提高0.95pp，较上半年也有进一步提高，带来业绩的逐季改善；公司费用端继续大幅提高，主要是公司新产品肺癌甲基化、自身免疫等多个品种处于推广阶段，同时部分在研品种临床试验费用较高，带来销售费用率、研发费用率分别提高，整体费用率43.63%，同比提高3.50pp。　　我们认为在多因素催化下，公司业绩有望持续加速：1、装机速度持续提升带来原有试剂业务的稳定增长。2019年前三季度公司新增流式荧光装机超过100台，继续延续装机加速趋势，未来试剂销售有望保持25%以上增长；2、半开放式流水线有助于公司进一步占据检验科市场。公司已于2018年3月与日立合作推出半开放式生化免疫流水线，目前已顺利实现装机，有助于提高公司在医院检验科的品牌力；3、新产品陆续获批带来较高的业绩弹性。公司肺癌甲基化产品自2017年12月获批以来，目前已在4省实现定价，同时结直肠癌甲基化产品已于2019年5月获批，癌症早筛产品持续丰富；而流式荧光平台新项目十五项自身抗体谱检测已于2019年4月获批，在检测精确度上较传统方法学有显著提升，未来随着自免产品逐步齐全，有望实现快速放量。　　,"投资建议：我们看好公司的未来发展前景, 认为公司流式荧光装机加速有望带来试剂量的持续快速增长, 新产品自身免疫和肿瘤甲基化产品有望陆续上量。考虑到公司的竞争优势和未来增长潜力, 我们维持“买入”评级。具体价格区间等细节请投资者根据自身风险承受能力和投资目标进行决策。",我们认为公司在新产品推广和装机速度提升的双重驱动下，业绩有望持续加速增长。尽管费用率有所上升，但高毛利项目的占比提高将有助于提升整体毛利率。考虑到公司在检验科市场的品牌力增强及新产品的市场潜力，我们维持“推荐”评级，建议投资者关注该股的长期增长潜力。,0.0851063829787234
136," 1．事件　　楚江新材发布2019年三季度报告。公司2019年Q3实现营收47.50亿元，同比增长43.76%，属前三季度同比增幅单季最大；实现归属上市公司股东净利润1.36亿元，同比增加37.90%；基本每股收益0.102元/股,较上年同期上涨8.51%。前三季度营收117.23亿元（YOY+20.28%），归属上市公司股东净利润3.56亿元（YOY+14.48%）。　　2．我们的分析与判断　　（一）并表天鸟高新及鑫海高导提升公司业绩增速　　公司Q3业绩增速小于营收增速。报告期内，公司管理费用、财务费用与研发费用分别同比增长49.01%、1584.00%与32.76%；公司H1主营业务如铜板带、铜导体、铜棒线、特种钢材及碳纤维复合材料的毛利率分别比上年同期变化-1.01%、+3.22%、-1.31%、+0.92%及+7.51%。因此我们推断明显提升的三费及本季度不太可能带来业绩增长的传统业务均不会显著提升公司业绩。然而公司并购了天鸟高新及鑫海高导，前者在国防领域拥有较大潜力且国家提供相应基金资助此类企业，后者在铜行业开展业务较为广泛，二者均对公司发展传统及新型铜材料业务十分重要。公司在自身传统铜业务并不十分景气时的业绩增长主要是源于这两家公司的并表。　　（二）铜加工扩能升级已被受理，股权回购显示信心　　公司于8月26日披露用于扩展铜加工业务的可转债公开发行预案，涉及项目为年产5万吨高精铜合金带箔材项目、年产30万吨绿色智能制造高精铜基材料项目等等。此方案于10月15日获得证监会受理。若可转债成功发行，公司铜产能或可大幅提升，从而保障公司龙头地位。此外，公司拟回购公司股份4至6亿元，回购总额达到2亿元后将优先用于股权激励或员工持股计划，后续回购部分亦有部分将用于股权激励。本次回购显示管理层对公司后续经营的信心。　　3．","投资建议：公司收购天鸟高新及鑫海高导有望拓宽业务范围并获得相应技术支持, 加速军工新材料方向的转型。此外, 公司股权回购彰显对未来经营的信心。考虑到公司目前处于转型关键期, 我们维持“谨慎推荐”评级。

以上投资建议仅基于当前信息进行推理预测, 投资者应结合自身风险承受能力和投资目标进行决策。投资决策需谨慎。",我们认为楚江新材在并购及扩能升级方面的积极举措将为公司未来的业绩增长提供强有力的支撑。尽管当前传统业务面临一定压力，但通过并表天鸟高新及鑫海高导，公司在新领域的布局将有助于提升整体业绩。此外，股权回购计划也反映了管理层对公司未来发展的信心。综合考虑公司的基本面和行业前景，我们给予楚江新材“推荐”评级，建议投资者关注其长期增长潜力。,0.10239520958083832
