input,response,output
    2020年5月20日，张家港棉花商会在张家港市工商联企业家俱乐部举办第四次会长会议，会议围绕疫情下的棉花纺织形势以及未来行情发展展开探讨。          在业务探讨阶段，张家港棉花商会会长、华芳集团副总裁肖景尧认为，目前进入到了一个关键点，原来看6月要淡季，现在信心不足。不过如果6月份仍然没单，那今年就出问题了。现在有个问题，是不是还有原来的单子。静观其变，谨慎看多，前期的观点仍然没有改变。只要不突破，如果6月份还是单子不行，可能还要撤。          张家港棉花商会理事、新湖期货董事长马文胜指出，93年从事期货行业以来，遇到的最大冲击，中国遇到4波冲击，股市，海外疫情，沙特俄罗斯原油。短期看有所抑制，长期看是偏低的，用期权等工具规避一些风险。越是在这个时候越是体现出期货衍生品对企业的重要，是企业的护城河。          张家港棉花商会副会长兼秘书长、瑞嘉国际总经理朱根生介绍了印度情况，印度疫情还要等等，还在扩散，居住太聚集了，发现的时候已经扩散了。纱厂基本上都停了，复工很困难，工人基本都回家了，再回到工厂很困难。最主要的问题还是劳动力的问题，纺织厂难提升到一定的负荷，预计到7月底才能达到正常的负荷水平。          张家港棉花商会副会长、新疆西域华合农业科技有限公司总经理单华介绍了喀什情况，今年新疆北疆的天气好于南疆，喀什近期大风大雨，还有冰雹，前期老百姓种的棉花可能30%有影响，对苗期的影响很大，喀什这一片的苗情不太理想，北疆很好。今年接触到的老百姓虽然今年还在种，但是信心是越来越小的，明年可能选择小麦和玉米。          张家港棉花商会副会长、张家港保税区海棠国际贸易有限公司总经理徐晓祥认为，棉花反弹到这个位置，看后面走势，看后期消费，消费是次要矛盾，原油上来了整体价格上来了。但是不会一下子涨上去，后续上涨还是不那么容易，但是后面还是要往上涨的。          张家港棉花商会副会长、河南同舟棉业集团总裁黄红雨认为，今年最大的矛盾就是疫情，从疫情来看，应该是缓和趋势。各国的大量货币财政政策将来也会发生作用。最终还是要回归到产销率和盈利水平。基本面上还是供应宽裕，决定价格高度的任然是消费，疫情全球干净了才会干净，可能会拉长全球消费的长度。低价区资金会关注，周期有多长要回归消费。会议还现场连线了印度棉花协会相关会员，对大家关心的印度疫情和棉花市场情况作了详细了解。          金港海关二级主办丁晓峰作了2020年1-4月张家港口岸进口棉花质量通报。他指出，进口棉减少主要原因一是中美贸易战对我国纺织行业影响深远，进口棉花到货量明显减少;二是受全球新冠肺炎疫情的影响，全球产业链中部分破裂的影响还会因蝴蝶效应继续发酵，从而对进口棉花贸易在物流仓储、生产加工等环节产生影响。2020年1-4月张家港地区进口棉花总体质量情况总体有所好转。主要是进口占比近十成的巴西、美国和印度棉花质量情况较往年均有所改善，质量情况有所提升。          张家港棉花商会会长会议自去年开始举办，其影响力日益提升，目前已经成为全国棉花行业的一个标杆，会议形成的观点，成为越来越多机构和棉花企业经营决策的一个重要参考依据。      ,煤炭开采,其他采掘
“项目一共有4条生产线，全部建设完成后预计年产新型PET芯材12万立方米，年销售收入可达10亿元人民币。”走进东营经济技术开发区山东米德复合材料有限公司，1号PET生产车间里从德国定制的设备已经全部到场，2号PET深加工车间里2条生产线已经安装调试完成，进入试生产状态。          山东米德复合材料有限公司新型PET芯材生产项目选址在东营经济技术开发区汽车零配件产业园内，总投资10亿元人民币。整个项目分两期进行，共建设4条生产线，全部建成后预计年产新型PET材料12万立方米。          “新型PET芯材是一种无毒、环保、可再生的新型材料，在风力发电领域可以替代现有的PVC和轻木材料，具有强度高、质量轻等特点。”山东米德复合材料有限公司副总经理刘芮杉介绍，该项目生产的PET材料为工业用结构性泡沫材料，不同于一般消费类PET材料，具有强度高、性能稳定、阻燃、环保等特点，产品可用于航空航天、风力发电、高铁、新能源汽车等高科技领域的复合材料及精密零部件。目前全球只有四家企业可以生产同类型材料，山东米德复合材料有限公司生产的PET材料与市场同类产品相比，在力学性能、生产工艺、加工工艺等方面具有明显优势。特别是可以生产出最大宽度可达55cm的结构性高强度PET材料，是一家能够生产宽幅PET材料的公司，行业中同类产品最大宽度仅为10cm，这极大地提高了产品的生产效率，拓宽了产品适用领域，并有效降低了生产成本。,石油开采,其他采掘
    上周黄金狂泻超70美元，美联储利率决议会为多头带来惊喜吗？上周欧佩克大会达成协议，利好将会持续多久？          上周，风险情绪席卷市场，金银双双大幅下挫。周内黄金自1745美元附近高位狂泻超70美元，险破1670美元关口，周跌幅达2.6%，创两个月以来的最大跌幅。白银同样表现逊色，上周最低触及17.16美元，终结周线4连阳。          乐观情绪笼罩下，作为典型避险货币的美元也遭遇剧烈抛售。美指上周呈现单边下跌态势，接连跌破98、97两大关口，上周累跌1.32%，为连续第三周收跌。非美货币则趁机反弹，澳元兑美元录得4.52%的周涨幅，领涨非美货币。欧元兑美元上周收涨1.62%；英镑兑美元周涨幅也超2%，目前交投于1.26上方。          油市方面，受多重利好提振，原油继续大幅反弹。WTI原油上周自35美元下方大幅攀升，目前已突破40美元关口，并收复了价格战爆发后的全部跌幅；布油自37美元附近上爬至42美元附近，上周累涨11.41%，为连续第六周上涨。          黄金上周高位遇阻出现连续回落破底，周初在1745一带见顶承压回落，日线以高位十字K报收，随后几个交易日出现连续下行破底，并于周五晚间非农数据大幅利空影响下加速下破1700整数关口，最终快速回落至1670一线震荡收盘，日线报收破位中阴，创出周内新低1670一线，周线更是以高位实体中阴报收，周线连续二个阴线十字跟随大阴向下，价格跌破了5周和十周均线，同时运行于下方走出明显头部形态，虽然周末有消息称上周五非农数据统计有误，导致出现乌龙利空数据，但从上周金价整体走势来看周五晚间的加速下行也是必然，高位连续承压回落，日线级别顶背离数日价格很难再延续强势上行，1740上方成为近期强压阻力区域，周五全天更是平开低走无任何反抽出现，晚间的数据公布后利空加速也同样属于技术消息面的共振。          本周是6月第二周，行情还在继续，希望大家跟上吴卓越的整体思路，做出完美的交易，下面来说说今日的行情，黄金本周还是看空，周线在顶部的形态允许看大跌，同时短线4小时依托1745高点构造出一波下跌浪形结构，打破了此前的1693震荡区间低点，明显走出了短期空头趋势，小时图连阴下行后短暂转阳修正，属于正常的修正区域，短线继续看空延续，日内阻力关注破低口1693，同时此位也是上周五尾盘反弹的高点。          黄金交易策略：          (1)反弹见1693-1695空，损1700，目标1675-1670，破位看1660一线          原油上周延续多头强势反弹，单边力度表现特别强劲，日线级别在上周三出现强势震荡整理后以十字K报收，之后几个交易日强势企稳36关口迎来多头加速上行突破，周五多头更是高举高打强势突破38-39关口压力，最终以日线连阳报收。消息面，在6月6日举行的OPEC与非OPEC产油国部长级会议上，产油国就减产事宜达成协议，会议发表的声明说，OPEC与非OPEC产油国同意将970万桶/日的原油减产规模延长至7月底，同时，5月和6月未能百分百完成减产配额的国家，将在7月至9月额外减产作为弥补。受此消息影响早盘再次跳空高开至今日新高点40.4附近。          技术面来看，周线自见底17一线以来连续6周收阳，多头反转信号十分强烈，小时图依托10单位均线做单边上涨行情，短线下一目标位将是前期跳空缺口42上方，不用再考虑原油会出现暴跌走价格战，目前原油的单边走势比较明显，本周也是单边做多看涨策略，还是一条原则，找准单边走势的支撑点，对于日内行情而言，早间跳高不追多，在未跌破次低点38.8之前，保持继续以顺势回踩低多看涨，主力度关注美盘行情，多头强势反转通道进入加速上行阶段，任何小时线级别回踩均是跟多机会，上方阻力将逐一突破。          原油交易策略：          (1)38.8-38.5多，损38.0，目标40.8-41.5            ,煤炭开采,石油开采
"      7月13日晚间披露2020年半年度业绩预告，报告期内公司预计盈利3,586.48万元-3,842.66万元，同比增长40-50%。上年同期，公司盈利2,561.77 万元。          公司称，业绩变动的主要原因，是报告期内受全球疫情影响，钛白粉出口有所下滑，价格波动下行；主要原材料硫酸价格大幅下降，社保等国家普惠政策的落实，钛白粉毛利率较上年同期有所增长；子公司磷酸铁产销两旺，利润同比有较大幅度增加。报告期内，公司预计非经常性损益对净利润的影响额约为633.50万元。",石油开采,其他采掘
      7月21日，江苏省高级人民法院官网发布《江苏省高级人民法院关于涉中国银行“原油宝”事件民事诉讼案件集中管辖等事项的公告》，公告称，为充分发挥人民法院审判职能作用，依法保护投资者的合法权益，确保法律统一实施，根据最高人民法院要求，现就涉中国银行“原油宝”事件民事诉讼案件集中管辖等事项公告如下：一、江苏省范围内中国银行“原油宝”客户就“原油宝”事件以中国银行总行及其分支机构为被告提起的民事诉讼，由南京市鼓楼区人民法院或南京市中级人民法院集中管辖。根据诉讼标的额，依法属基层人民法院管辖的，由南京市鼓楼区人民法院管辖；依法属中级人民法院管辖的，由南京市中级人民法院管辖。          二、前述江苏省范围内中国银行“原油宝”客户，是指办理“原油宝”业务所使用中国银行银行卡开户行在江苏省范围内的客户；前述中国银行分支机构，是指客户办理“原油宝”业务所使用中国银行银行卡在江苏省范围内的开户行。          三、为方便当事人诉讼，江苏省范围内中国银行“原油宝”客户提起民事诉讼的，可到管辖法院诉讼服务中心提交立案申请，也可通过江苏法院诉讼服务网（http://ssfw.jsfy.gov.cn）、江苏移动微法院（微信小程序）等在线方式提交立案申请，也可通过跨域立案方式，在江苏省范围内任何一家法院提交立案申请。     ,石油开采,其他采掘
    7月30日晚间，云煤能源（600792）发布公告，董事会于当日收到上市公司董事长彭伟、常务副总经理周春宏提交的书面辞职报告。          公告披露，因工作调整原因，彭伟申请辞去在云煤能源第八届董事会中担任的董事长、董事及董事会下设战略委员会、提名委员会、薪酬与考核委员会相关职务；因工作调整原因，周春宏申请辞去在云煤能源担任的常务副总经理职务。          云煤能源表示，彭伟的辞职不会导致上市公司董事会人数低于法定最低人数，不会影响董事会的正常运作和公司的日常生产经营；周春宏的辞职不会影响云煤能源的日常生产经营。根据《公司法》、《公司章程》的相关规定，彭伟、周春宏的辞职报告自送达云煤能源董事会之日起生效，在上市公司董事会选出新任董事长前，将由上市公司副董事长兼总经理王炳海代为履行董事长职责。          云煤能源指出，彭伟、周春宏在任职期间勤勉尽责、恪尽职守，为上市公司的规范运作和持续健康发展发挥了重要作用。云煤能源董事会对彭伟、周春宏在任职期间为上市公司做出的贡献表示衷心感谢。          早在6月29日，云煤能源董事会还收到董事会秘书张炜强的书面辞职报告，张炜强因个人原因申请辞去该上市公司董事会秘书职务，辞职后其本人不再担任云煤能源任何职务。在董事会秘书空缺期间，将由云煤能源财务总监张琳代行董秘职责，直至上市公司聘任新的董事会秘书，董事会将尽快选聘新的董事会秘书。      ,煤炭开采,煤炭开采
    12月10日讯，在钢材市场的强势带动之下，焦煤和焦炭两大商品正在走出一波强势行情。焦煤和焦炭在入冬之后接连上涨，和年初相比涨幅均接近40%，与此前火爆的铁矿石行情涨幅几乎持平，成为年内涨幅最高的商品品类。“可以说焦煤的强势由焦炭驱动，而焦炭的强势则是由钢材驱动。”标普全球普氏冶金煤与焦炭分析师陆捷告诉记者，“实际上现货方面，国内已经有连续八轮的价格上涨出现，焦化厂与钢厂之间的博弈也一直存在，目前的状况是一个非常明显的卖方市场。”      ,煤炭开采,煤炭开采
    针对近期大宗商品价格明显上涨，专家认为，2021年是全球经济发展关键年，大宗商品供求格局可能趋紧，通胀上行风险值得讨论，但大宗商品涨价幅度预计可控。同时，在大宗商品价格上行情况下，投资者应重点关注并配置顺周期资产，包括海运、造船以及大宗商品的矿山、能源等资产。          “最近玉米和大豆价格上涨幅度较大，带动饲料出厂价格有一定上涨。”湖北省黄冈新希望饲料科技有限公司相关部门负责人杨力的话，代表了很多企业对今年大宗商品涨价的最直观感受。          今年以来，玉米、大豆、饲料、铜、钢铁等大宗商品价格出现明显上涨。12月份第一周(11月30日至12月6日)，中国大宗商品价格指数(CCPI)为154.11点，比年初上涨1.7点，涨幅1.1％。钢铁、矿产、有色金属、橡胶等9大类商品中的7类较年初平均上涨逾5%，涨幅最高的是矿产价格，较年初上涨32.6%。          多因素推动大宗商品涨价大宗商品价格上涨的原因是多方面的。前海开源基金首席经济学家杨德龙认为，从宏观层面看，新冠疫苗研发成功给全球经济复苏带来利好，大宗商品需求量增加；从货币层面看，以美联储为代表的全球央行“放水”催生资产泡沫，目前美股屡创新高，大宗商品受到资本追捧。          中银证券分析师张晓娇表示，影响大宗商品价格上行的因素主要有四方面：一是2020年即将收官，市场关注转向2021年全球经济增速反弹，全球经济稳步复苏有望带动大宗商品需求回暖；二是虽然新冠疫苗面世形成利好，但在大规模接种前，宽松的货币政策将在中长期持续，同时市场预计以美国为代表的西方国家将适度加大财政政策刺激力度，有利于经济和投资回暖；三是随着经济回暖和投资预期上升，预计欧美等国家和地区的通胀将有所回升，为大宗商品提价营造了较好环境；四是在宽松货币政策和财政刺激力度加大的情况下，美元指数可能趋弱，对大宗商品价格上涨造成间接影响。          此外，国内的供给侧结构性改革因素也是大宗商品价格上涨的重要诱因。财信证券分析师张鹏表示，2015年11月份以来推动的供给侧结构性改革，“三去一降一补”成效显著，通过供给端的收缩和需求侧的库存周期推动，带动了煤炭、钢铁及电解铝等大宗商品价格上涨。          涨价对通胀影响有限大宗商品价格上涨会不会导致通货膨胀？华泰证券研究所研究员张继强认为，2021年是全球经济发展关键年，大宗商品供求格局可能趋紧，通胀上行风险值得讨论。但大宗商品涨价的幅度预计可控。首先，2021年国内地产与基建投资力度可能收敛，压制国内定价的黑色系与非金属矿物表现；其次，原油供给有弹性，从不同地区原油生产成本线看，当油价恢复到每桶50美元以上，全球产能可能较快恢复，压制油价上涨动力；最后，有色金属产能已在有序修复，2021年供求有望改善。          天风证券分析师宋雪涛表示，大宗商品价格上涨未必会形成狭义上的通货膨胀。2008年国际金融危机后，原油、有色金属、黄金等大宗商品经历了一轮上涨行情，但对比当时的经济基本面，这次大宗商品价格上涨缺乏形成通胀的基础。目前我国处于结构转型和产业升级阶段，与过去重视传统基建投资相比，现阶段更加强调短期纾困和中长期技术投资，加杠杆的内容和空间都与上一次危机后显著不同，最终能作用于原油、有色金属等大宗商品价格的力度有限。          中南财经政法大学数字经济研究院执行院长盘和林表示，大宗商品涨价会推动全球通胀上行，减少市场通货紧缩风险，而通胀上行也会反作用于大宗商品，相互影响形成全球上行周期。大宗商品涨价也会向下游传导，使商品库存减少，带动需求增加，从而造就经济繁荣，目前总体影响是积极的。          大宗商品配置应理性大宗商品未来价格走势如何？华夏基金数量投资部副总裁鲁亚运认为，大宗商品将维持强势表现。2021年全球经济复苏是大概率事件，叠加新冠疫苗使用预期，油价有望出现反弹，铜、铅、锡等工业类金属价格将出现一轮上涨。          在大宗商品涨价背景下，哪些资产可以配置？鲁亚运认为，一般来说，在经济复苏的早期，股票是表现最优的资产，经济复苏确定，通胀开始上行，需要超配股票。随着经济持续扩张，货币开始收紧，特别是当金融、周期板块临近见顶，这时候大宗商品将超过股票成为最适合配置的资产。当前正处于金融、周期板块行情启动阶段，需重视大宗商品的配置机会。          2019年9月份，公募基金业内首批商品期货ETF获批，华夏基金、大成基金和建信基金拔得头筹。其中，华夏基金获批的是饲料豆粕期货ETF，另外两家公司获批的分别是有色金属ETF和能源化工ETF。“国内投资者可以借助商品期货ETF工具，分享大宗商品价格上涨红利。”大成基金期货投资部总监李绍说，商品期货ETF投资门槛低、交易成本低、跟踪误差小，具有资产配置和抗通胀功能等特点。          盘和林表示，在大宗商品价格上行的情况下，投资者应重点关注并配置顺周期资产，包括海运、造船以及大宗商品的矿山、能源等资产。      ,煤炭开采,其他采掘
    12月22日讯，有投资者问，昊华能源是公司客户吗？          冀凯股份在互动平台表示，昊华能源是公司客户。      ,煤炭开采,其他采掘
    黄金行情走势分析：8月2日，从周图来看，上周收一根小阳，从四维图表来看整全还是处于反弹格局中，上周四破位上行，周五的回落一切全在我们的预期之内，价格至1751上涨以来周图均以碎阳上行，均线系统走平，从结构来上看还差一个加速上行，所以目前预期调整也下不到哪里，整体还是震荡上行。从日图来看，价格至上周四晚上探底回升，到周五的冲高回落，不管是跨度和形态均走出了对称，形态上走出了扁担形，至于本周运行，周一二直接决定一周的运行，特别是周一旦收阳，价格仍然是以对称复制左侧上行为主，收阴还有进一步探底的迹像，强势不能破1796，破了并收盘于下方，进一步测试1780-76一线的机会仍然存在。          从上周五的收盘来看，对于周一从数据量化分析，整体进一步看好反弹修正，就是早盘延续了周五的下行空间也有限，为什么这么说，因为周五下行一是到达日图上线前高，二是四小时到达加速线，至2075下跌以来四小时突破加速线的概率很小，均出现过最少20美金的调整，上周五的下行离下线不远，结合数据量化周一重点支撑于1805.6这里，只要不破05多头日图的多头不变，至于上方重点关注一是1818二是22，个人预期反弹周一最高1822，弱就是1818-19这里，下方强势05一线，弱97一线，从客观多周期来看偏向于05一线，所以不能跟风。          黄金一小时k线明显的头肩顶结构，连续阴线下探，上周五收盘继续阴线结束，大阴线击穿地板，MACD也是呈现向下运行的，能量柱直接在零轴下方，逐步向下加大，目前没有向零轴靠近的迹象，50均线已经明显的向下运行，因此综上所述得出结论如下：日内支撑1810-05-1797-1789压力1818.6-1822-1827，今日操作策略上建议：回落1805-06多，激进在08一线就直接进，目标1818-22一线，破了就是1827一线，日内空单在22-27选择分批进场，止损1832，目标看1815-10。          TD行情-纸白银价格走势分析：白银跟随黄金调整反弹明显弱于黄金，依然做震荡参与就好，现在压力下移27区域，日线没有明显做多信号，依然继续等待，前期支撑主要集中24.6到25区域，如果直接下跌遇到这里可以多单进场。操作思路如下：压力：27-----27.5，支撑：25.2-----24.8，短线回落25.2区域择机分批买入24.8损就好，直接反弹到26.82区域可以短空27.1损，目标25.8到25.4即可。毕竟后期经济复苏白银工业需求有牛市预期，而且前期抱团出现炒作，不排除后期有继续上涨那就是说黄金企稳，做多白银涨幅更大。          对于TD白银走势依然熟悉盘面清楚5520到5200区域震荡持续，白银TD下方支撑，关注5200附近，其次继续关注5100区域，跌破这里白银有可能继续承压试探5000关口。银价上方阻力，关注4小时布林带上轨5500附近关口。总体来看，银价持续围绕4小时布林带上下轨区间震荡整理，维持震荡操作思路，万金临认为短期可以继续围绕震荡区间，高沽低渣即可。上方重点关注5630区域。多头到达5630上方我们才考虑继续布局下跌行情。在没有到位之前先布局多。操作上回调5150做多．仓位控制到总资金的百分之二十，目标5500短期目标。          技术分析：原油技术面分析：从日线来看，油价上周三小幅上涨，受到美联储鸽派立场以及EIA原油库存降幅超预期的提振。EIA原油库存变动实际公布减少408.90万桶，预期减少250万桶，EIA汽油库存实际公布减少225.30万桶，预期减少124万桶，这给油价上涨提供重要支撑，不过疫情当前，市场谨慎的态度限制了油价进一步的上涨。技术面来看，油价上涨潜力较大，RSI处于50-60之间，有进一步上行的空间。数据方面今天有重要的美国二季度GDP出炉，如果表现强劲可能进一步提振多头信心。上方初步阻力关注6月28日高位74.45，进一步关注7月13日高位75.51以及7月6日高位76.98．下方初步支撑关注50日均线71.07，进一步关注38.2%回撤位69.45以及3月8日高位67.98。综合来看，原油今日短线操作思路上建议以回调低多为主，反弹高空为辅，上方短期关注74.5-75.0一线阻力，下方短期关注72.8-72.3一线支撑。  ,煤炭开采,石油开采
    淮北矿业(600985)2021年半年报经营评述内容如下：          【2021年半年报】          经营情况的讨论与分析          2021年上半年，公司深入学习贯彻习近平新时代中国特色社会主义思想，认真落实公司各项决策部署，实现了时间、任务“双过半”。截至6月底，公司总资产690.16亿元，归属上市公司股东净资产252.99亿元；上半年实现营业收入279.44亿元，利润总额31.54亿元，归属上市公司股东净利润25.18亿元；每股收益1.14元。          一是安全生产形势好。上半年，所有煤矿均实现了安全生产。其中，童亭矿实现安全生产15周年，为安徽省安全周期最长的煤矿；8对矿井实现安全生产5周年以上。体系建设纵深推进，朱仙庄矿通过国家一级煤矿安全生产标准化验收，目前有12对矿井达一级；2对矿井通过安徽省能源局一级初审。同时，克服安全、环保以及建党一百周年庆典重大时点等影响，生产组织平稳有序。          二是聚焦双效成果好。上半年，建立“332”煤质管理体系，严抓煤质管理，煤质管理取得历史上最好成绩，原煤灰分较年初下降4个百分点，精煤产率较年初提高4.8个百分点；化工产业盈利水平持续提升，临涣焦化上半年净利润再创新高，公司营业收入同比增加10.39%，归属于上市公司股东净利润同比增加46.41%。负债结构持续优化，财务费用、有息负债实现“双下降”，可转债基本完成转股，截止6月底，公司资产负债率为57.11%，较年初下降4.9个百分点。          三是项目建设推进好。信湖矿5月18日实现联合试运转。陶忽图项目被列入内蒙古自治区、鄂尔多斯市煤炭工业发展“十四五”规划，矿区范围划定请示文件已经内蒙古自治区政府审议通过。碳鑫科技焦炉煤气综合利用项目总体完成80%以上，甲醇综合利用项目前期环评、能评、安评等手续已完成。雷鸣科化所里东山矿建成投产，瓦子口和王山窝矿扩能均已通过验收，萧县雷鸣建材项目已具备调试条件。参股的孙疃码头已经开工建设。          四是改革创新赋能好。上半年，公司科技创新亮点纷呈，荣获中国煤炭协会科技进步奖12项、省级科技进步奖8项，“煤矿物联网平台与单兵装备的开发与应用”、桃园煤矿KJZ21矿井轨道电机车无人驾驶系统被国家能源局列入第一批能源领域首台(套)重大技术装备项目，全国首台柴油机单轨吊无人驾驶在杨柳矿成功运转，“1+2”切眼扩安一体化工艺开创了综采安装新时代，临涣矿综采过断层高效破岩技术实现了新突破，袁二矿盾构机施工刷新了进尺新记录，杨柳矿盾构机目前已正式进尺；智能化领域再添新军，上半年新建5个智能化采煤工作面，新增16台柴油巷修机，杨柳矿、信湖矿智能化建设已实现井上下无线通信及主要生产、辅助系统远程控制。          五是民生福祉保障好。坚持发展成果与职工共享，上半年在岗职工人均月收入比去年增加。          公司“八件实事”有序推进；举办各类各层次培训班，大力培养技能人才，促进职工全面成长；新安装30台柴油单轨吊，降低职工劳动强度。扎实开展“春节”送温暖、救助患病职工及家属、发放救助金等精准帮扶活动。          报告期内公司经营情况的重大变化，以及报告期内发生的对公司经营情况有重大影响和预计未来会有重大影响的事项      ,煤炭开采,煤炭开采
    三房巷(600370)2021年半年报经营评述内容如下：          【2021年半年报】          经营情况的讨论与分析          2021年上半年随着国内经济运行持续恢复增长，公司坚持“稳中有进”工作总基调，平稳有序组织生产经营工作，克服原材料价格持续走高、海外运输费用持续上涨等不利因素带来的冲击，确保了营收和利润的稳健增长。          2021年1-6月，公司产品销售价格上涨、受疫情影响减小及产品销量增长，盈利状况较上期改善，实现营业收入约91.79亿元，同比增加8.77%，归属于上市公司股东的净利润约3.00亿元，同比增加33.45%。2021年1-6月，公司瓶级聚酯切片实现产量119.53万吨、销售量117.40万吨，销量同比增长约3.57%，PTA实现产量139.66万吨、扣除自用后销售量54.38万吨，销量同比增长约0.77%。          报告期内公司主要工作如下：          (1)提高内部管理水平，推进企业发展          报告期内，公司进一步强化6S管理，持续优化采购和销售业务流程，强化客户风险控制，加强应收账款管理，对资质和回款较差的客户进行销售控制，并开展有效的回款工作。同时，公司持续完善内部治理和组织结构，提高运营效率，及时修订并落实各项工作标准，严格考核机制，明确公司各部门、各分厂和管理岗位人员的责任和权益，营造办实事、讲效率、出实效的企业文化，也使“翠钰”牌瓶级聚酯切片的形象更加深入人心。          (2)积极拓展业务，进一步开拓产品下游应用领域          在业务拓展方面，公司继续加强与国内外客户的深度合作，加强海内外业务布局，并通过持续的研发投入，针对市场发展趋势和市场需求进行产品性能优化和新产品开发，不断开拓产品在下游领域的应用，完善公司产品结构。公司积极推进再生瓶片研发，推动以再生原料为原料的包装行业产品的商业化；公司与东华大学开展紧密型科技合作，在聚酯新材料应用研发等方面建立产学研合作关系，不断提高产品的技术水平，巩固和提高公司在下游应用领域的竞争优势。          (3)坚守安全环保红线，打实发展基础。          报告期内，公司持续抓好安全生产主体责任落实，坚守安全环保底线，进一步提升安全环保保障能力建设，加强停产检修期间安全环保巡查力度，杜绝隐患。环保方面，公司及下属公司坚决贯彻落实国家和地方政府有关推进超低排放的意见和要求，抓好环保设施高效运行，充分发挥环保设施在改善现场环境、治污减排上的效果，同时紧盯“两碳”国家战略部署，提升碳排放管理水平。          (4)大力推进节能技改，降低生产成本          报告期内，为进一步提升生产效率，降低PTA生产成本，减少排放，海伦石化对一期PTA生产装置停车进行节能减排技改，同步对生产装置进行例行检修，以确保生产装置安全、平稳运行。公司及下属公司还实施了高压水泵综合节能改造、天然气炉低氮燃烧改造等生产技改项目，进一步降低公司的生产成本，减少排放。          (5)推进再融资项目进度，增强资本实力          报告期内，海伦石化PTA技改项目按照公司发展战略规划有计划地推进，为保证募投项目的顺利进行并保障公司全体股东的利益，本次募集资金到位之前，公司根据项目进度的实际需要以自筹资金先行投入。同时，公司全力推进重大资产重组募集配套资金工作，2021年7月，公司完成重大资产重组募集配套资金工作，募集配套资金净额5.79亿元，进一步增强了公司资本实力，改善公司财务状况。公司将严格规范募集资金的使用和管理，努力提升募集资金的使用效率，进一步提高公司整体运营管理水平和业务经营规模。          今年下半年，公司将专注公司主营业务，进一步增强公司“PTA—瓶级聚酯切片”产业链一体化布局，在夯实现有市场的基础上，继续加大新产品的研发及推广力度，努力拓展产品应用领域，提升公司产品市场占有率，同时抓紧PTA技改扩能项目及瓶级聚酯切片扩建等项目建设，强化内部管理，持续深化降本提质增效，全面提升公司生产管理水平，促进公司持续健康发展。      ,石油开采,其他采掘
    9月24日电，冀中能源公布的最新两融数据显示，公司9月23日融资余额为9.36亿元，与前一日相比减少1.28亿元，减少比例为12.03%，当前融资余额占流通市值的比例为3.53%。该股最近5个交易日融资余额增加1.74亿元，增加比例为22.79%。          融券余额为417.37万股，与前一日相比增加73.36万股，增加比例为21.32%，当前融券余额占流通股的比例为0.14%。该股最近5个交易日融券余额增加56.57万股，增加比例为15.68%。      ,煤炭开采,煤炭开采
