input,response,output
　　业绩回顾　　3Q20业绩小幅高于我们预期　　爱尔眼科公布1-3Q20业绩：2020年前三季度公司营业收入85.65亿元，同比增长10.78%；归母净利润15.46亿元，对应每股盈利0.38元，同比增长25.60%，小幅高于我们预期，主要因为行业保持了高景气度，公司各项业务恢复情况较好。　　发展趋势　　单三季度恢复强劲，屈光、视光业务贡献突出，白内障逐步恢复。公司第三季度单季度实现收入44.02亿元，同比增长47.55%；扣非归母净利润10.02亿元，同比增长85.49%。我们认为收入端的快速增长与毛利率的提升，主要来自于屈光与视光的快速增长和白内障业务的恢复：屈光业务主要受益于行业本身需求的增长，以及高考从6月改期至7月后，征兵相关屈光手术需求的递延；视光业务主要受益于疫情期间网课大规模开展后，青少年近视防控需求的提升；白内障业务伴随筛查的放开，同样逐渐恢复。　　报告期内，公司多次捐赠，履行社会责任。公司于2020年8月29日，通过了《关于对外捐赠的议案》，公司将向湖南爱眼公益基金会捐赠人民币5000万元，实现公司慈善公益事业的可持续发展。公司于2020年10月15日，通过了《关于对外捐赠的议案》，公司将向湖南爱眼公益基金在5年内，分阶段向湖南爱眼公益基金会捐赠人民币10000万元。　　业务结构性变化，盈利能力提升。公司第三季度归母净利率为19.76%，同比提升1.80ppt。其中，公司第三季度毛利率为51.35%，同比提升0.91ppt，主要受益于屈光、视光等高毛利率业务的快速增长带来的结构性提升；销售费用率为8.84%，同比下降2.23ppt；管理费用率为9.31%，同比下降2.81ppt；期间费用率的下降主要由于今年疫情影响后，公司相关线下推广活动费用减少等原因。,新冠疫情对公司经营影响的风险；新建或并购医院发展不及预期的风险；行业竞争加剧的风险；突发事件的风险。,行业竞争加剧导致市场份额波动；政策变化可能影响医疗服务需求；疫情反复可能对业务恢复造成不确定性；高毛利业务依赖市场需求波动，存在盈利能力下降风险。
　　事件：扬农化工发布2020年三季报，前三季度实现营业收入79.56亿元，同比增长12.67%；实现营业利润12.27亿元，同比下降5.22%；归属于上市公司股东的净利润10.23亿元，同比下降4.34%，扣除非经常性损益后的净利润9.53亿元，同比增长20.11%。按3.10亿股的总股本计算，实现摊薄每股收益3.30元（扣非后为3.08元），每股经营现金流为4.49元。其中第三季度实现营业收入20.39亿元，同比增长13.28%；实现归属于上市公司股东的净利润1.96亿元，同比下降10.37%；单季度EPS0.63元。　　三季度业绩符合预期，非经常性因素对业绩造成一定影响。三季度是公司传统销售淡季，但单季度收入同比仍实现增长，主业经营情况略超市场预期。分业务来看，2020年杀虫剂Q1/Q2/Q3单季度营收分别为9.77/7.76/6.35亿元，销量分别为5123/4579/2629吨，销售均价分别为19.07/16.96/24.14万元/吨，销售单价三季度有较大幅度提升，我们推测可能是销售单价较高的杀虫剂产品销量占比有所提升带来的结构变化；除草剂单季度营收分别为6.12/6.96/4.50亿元，销量分别为14422/13617/11162吨，销售单价分别为4.24/5.11/4.03万元/吨。　　三季度单季度若扣除财务费用（汇兑损失增加）、公允价值变动（远期结售汇业务公允价值发生的变动）、信用减值损失（应收账款增加额高于上年同期，相应计提的坏账准备增加）影响后的利润为1.92亿元，同比基本持平。　　核心麦草畏产品下游海外制剂或有积极变化。从FARMERDTN信息，拜尔、巴斯夫、科迪华均在公示或者媒体信息表示要进行新的登记申请，同时拜耳、巴斯夫均对制剂的波动性（理解为挥发性）进行了工艺改进。扬农化工具备的2.5万吨麦草畏原药产能，下游正向好的方向变化，对明年公司该业务或将带来一定的贡献。　　项目有序推进，迈向一流农化企业。南通三期项目截至2020年中报已经累积投入70.56%、工程进度为80%，若顺利实施，公司国内农用菊酯龙头地位将进一步巩固，竞争优势将显著提升。此外，南通四期计划总投资约23.3亿元，预计完全建成投产后，年均营业收入为30.45亿元，总投资收益率23.8%。我们预计上述两期项目是公司未来两年利润主要增量来源。　　中化集团将旗下主要农药资产已基本全部整合至扬农化工，公司作为中化企业农药业务一体化发展平台的定位已非常清晰。从目前整合效果来看，表现优异，体现出通过与中化资产组的整合，扬农化工初步形成完整的一体农药化产业链，“研、产、销”产业链的核心价值得以进步提升。通过自身的发展和集团资源的整合，扬农化工业务正从以原药生产为主，向产业链更高附加值的研发（创新药）、渠道销售两头攀升，由生产型企业向全农化产业链的创新企业发展。 ,农药景气下行、产品价格下跌、原材料价格大幅波动、新项目进度及盈利情况低于预期,市场需求波动风险；原材料价格上涨导致成本压力；汇率波动影响外贸业务；新项目进展不及预期影响产能释放；行业政策变化带来的不确定性。
考收入符合预期，显示行业高景气度和公司竞争格局。2020年Q3，公司收入26.9亿，同比增速达到37.2%，一是由于国内运营商Q2-Q3投资景气度高，二是也反应公司在全球运营商网络市场竞争格局有明显向好趋势。根据德罗洛研究报告显示，2020年上半年中兴电信设备市场收入全球份额达到11%，相比2019年底份额提升2pct。　　研发投入继续加强，费用控制空间较大。2020Q3，公司毛利率相比2020Q2提升1.4pct，预计未来两年毛利率提升趋势将持续。2020Q3，公司各项费用较高，导致净利润略低于预期，单季度达到8.5亿元。其中，管理费用同比增长38.0%，主要是员工费用增加；研发费用占收入比例提升至15.4%的高水平，公司面向ToC和ToB的相关产品仍处在高投入期，为未来更好格局夯实基础；由于汇兑损失，2020Q3财务费用相比2019年同期增加1.8亿元，费用控制空间较大。　　“三步走”战略下，盈利能力将逐步增强。2020年前三季度，公司现金流量净额同比增长33.2%，现金流强劲；同时，公司已在全球获得55个5G商用合同，我们看好公司在5G时代更大的市场突破。　　,"疫情导致海外运营商投资不明朗, 中美贸易摩擦风险。
",外部市场竞争加剧导致毛利率波动；研发投入高企可能影响短期盈利；汇率波动风险增加财务费用；政策变化可能影响5G合同的执行进度。
业绩基本处于预告中枢，全年高增长在望。公司公告三季报，业绩基本处于业绩预告中枢，公司2020年前三季度累计实现营业收入65.92亿元（回溯口径下同比+16.29%，下同），实现归母净利润5.12亿元（+68.07%）；其中，三季度单季实现营业收入24.50亿元（+4.63%），归母净利润为1.57亿元（+45.20%）。伴随着电力设备行业逐步进入年内业绩确认高峰，且在近期电网投资基本维持稳定正向增长的背景下，公司四季度有望迎来业绩兑现高峰，保持全年业绩高速增长可期。　　盈利能力维持较高水平，电网投资四季度有望加速。公司报告期内销售毛利率/净利率分别为21.76%/8.76%，环比基本持平同比提升显著，受益于细分行业景气度与公司业务布局的契合度，公司多项业务收入或盈利能力快速提升。2020年1-9月电网基本建设投资完成额为2899亿元（-1.80%），主要受9月单月影响恢复进程出现波动，我们预计四季度电网投资有望延续正向增长的趋势，仍维持电网投资全年有望超预期的展望，并看好四季度电网投资旺季利好公司全年业绩表现。　　国网展望十四五电网投资，塑造能源互联网产业链。本月，据国家电网报道，国网董事长毛伟明在新华社专访中表示，国家电网将大力实施电网建设提升工程，全力打造安全可靠、绿色智能、互联互通的现代化电网，未来将聚焦特高压、充电桩、数字新基建等领域，预计“十四五”期间，在电网及相关产业投资将超过6万亿元规模。电网投资“三驾马车”特高压、充电桩和数字新基建有望长期维持高景气度，下一阶段电网将更加面向扩容与升级用电需求，推动电网持续向数字化升级与新兴技术融合的方向发展，公司目前业务布局广泛契合下一阶段电网发展方向，持续发展动力充足。　　,"电网投资不及预期, 数字新基建建设不及预期, 新资产整合进度缓慢, 行业竞争加剧。",电网投资波动风险；行业政策变化带来的不确定性；市场竞争加剧导致盈利能力下降；原材料价格波动影响成本控制。
　　Q3业绩环比维持增长，收购并表影响费用率有所上升。2020Q3单季度营业收入/归母净利润/扣非归母净利润分别为19.60亿/2.31亿/1.85亿，同比+56.93%/52.98%/45.67%，环比+2.14%/9.48%/-7.50%，营业收入创历史新高。单季度综合毛利率/综合净利率24.3%/11.8%，同比-3.8pcts/-0.3pct。Q3销售/管理/财务/研发费用率分别为2.21%/4.96%/0.13%/5.95%，同比+1.24/-0.23/+0.81/-0.54pcts，销售费用相比上季度大幅增加，除随营收增长外同时受到并购储翰科技的影响。公司Q3单季度其他收益0.55亿元，环比大幅上升611%，主要受到政府补助增加影响，构成非经常性收益主要因素。　　存货/应付账款上行，经营性现金负值收窄。公司Q3季度末存货36.87亿，环比上升8.3%，占前三季度营业收入比例的69.2%，相比去年年末52.5%上升16.7pcts，占营业成本的比例为80.7%，相比去年年末59.7%上升21pcts；公司Q3末应付账款20.39亿，占前三季度公司营业成本比例的44.6%，相比去年的34.1%上升10.5pcts。由于光模块订单交付制以及中际旭创上游的云计算厂商会给出一定需求指引，因此我们认为存货扩张主要出于积累原材料储备考量；同时，应付账款水平提升也体现出随着国产光模块厂商的量级提升，市场占有率扩大，上游芯片厂商愿意给出的付款周期延长，对公司优化现金流周期管理有积极作用。　　短期需求端略弱，长期增长延续。2020年以来，受益于全球云计算厂商CAPEX回暖，400G部署启动/100G需求稳健增长；同时，公司在国内5G电信市场积极布局，获得国内5G25G前传、50G/200G中回传需求起量拉动，需求端稳健提振。但在短期来看，数通市场，Intel、EQIX均在三季报下调对于四季度数通市场业绩指引，展现出短期北美云计算市场预期偏向负面。电信市场上，四季度基站建设放缓，运营商开始为明年建设作出规划，因此，短期来看我们认为四季度市场将会较三季度下行，但是长期来看云计算流量需求与旭创的市场龙头地位仍将为公司带来稳定业绩支撑。　　,云厂商CAPEX低于预期；5G光模块需求低于预期；市场竞争加剧；技术路径风险；全球疫情影响超预期。,短期需求疲软，可能影响业绩增长；并购整合带来的费用上升风险；存货水平过高可能导致资金流动性压力；行业竞争加剧可能压缩毛利率。
 公司披露2020年三季报：2020年Q1-Q3，营收同减6.18%至12.72亿元，归母净利润同增2.98%至1.80亿元，归母扣非净利润同减1.87%至1.63亿元。2020年Q3，营收同增2.44%至4.71亿元，归母净利润同增75.11%至0.78亿元，归母扣非净利润同增78.9%至0.75亿元。　　中信逆势取得增长，平台竞争力凸显。2020年前三季度，根据开卷信息，我国图书零售市场的码洋因疫情冲击同比减少6.98%；而中信出版的实销码洋同比增长15.3%、市占率达到2.65%（同比+0.43pct）。分品类来看，经管类市占率排名持续保持第一，生活类排名提升至第一，学术文化类市占率排名第二，少儿类市占率排名第五、同比提升七位；分渠道来看，2020年Q3线上销售同比增长38.8%；中信书店转换为轻资产运营模式，发力线上和企业客户，首次实现单季盈利。　　积极拥抱新媒体营销，与新浪网达成战略合作。公司组建了数字内容与数字营销相融合的新媒体事业部，2020Q3直播播放次数超过5.1亿次，实现1450万元的销售和广告收入，数字和有声书业务同比增长80.6%。目前，公司已覆盖1079.7万的新媒体用户、超过1012万的MCN矩阵用户。今年9月中信出版与新浪网签署战略合作框架协议，将在知识IP、课程开发、带货直播、平台代销等方面进行紧密协作。　　,新冠疫情影响；新书出版情况不及预期；线上折扣加剧。,市场需求波动风险；线上销售竞争加剧导致利润空间压缩；新媒体营销效果不及预期；政策变化对出版行业的影响不确定。
　　事件描述　　公牛集团发布三季报：前三季度实现营收71.47亿元，同比下滑5.10%，实现归属净利润15.99亿元，同比下滑8.77%，实现EPS2.69元；单三季度实现营收30.38亿元，同比增长18.68%，实现归属净利润7.95亿元，同比增长15.85%，实现EPS1.32元。 行业需求改善，经营回暖超出预期：公司当期收入增速环比恢复较为强劲；具体来看，三季度家居装修装饰类需求有所回暖，而公司稳步推进墙开智能化、高端化，预计对量价均有带动，叠加中低端墙开需求也有稳步复苏，当期墙开业务销售预计明显恢复；而LED业务伴随公司稳步推进新品类开拓，预计也实现了稳健增长；转换器业务预计维持二季度以来的复苏态势，仍维持平稳增长。公司前三季度收入累计下滑幅度已收窄至下滑5%左右，环比恢复强劲，凸显龙头经营底蕴。　　毛销差有所提升，盈利能力基本平稳：三季度毛利率下滑2.38pct，主要在于销售费用重分类的口径变动；剔除口径变动影响的毛销差来看，三季度毛销差同比增加0.49pct，而二季度毛销差同比下滑2.84pct，环比明显改善，或主要受益于毛利率水平更高的墙开增长恢复。费用方面，财务费用率受到本期短期贷款增加而增长0.68pct，研发及管理费用率基本平稳；综合政府补助增加、今年新设销售子公司所得税率偏高等因素影响，归属净利率当季下滑0.64pct，盈利能力基本平稳。　　经营情况优质依旧，看好公司长期成长：三季度经营性现金流净额同比大幅增长近7倍，一方面在于同期较低的基数，另一方面彰显较优经营质量；具体来看，三季度收现比达到1.08，经营性现金流净额与归属净利润的比例达到1.17。此外，公司存货三季度同比大幅下滑31.48%，预计主要受益于年内公司对生产精益化、自动化的持续推进，生产效率的提升成效较优。整体上，短期伴随行业需求复苏，公司经营环比恢复强劲，且各业务中长期策略稳步推进，看好公司中长期成长。,"1.新业务开拓大幅不及预期；
2.工程渠道发展大幅不及预期。",行业需求复苏不及预期；销售费用增加导致盈利能力波动；短期贷款增加带来财务费用上升风险；市场竞争加剧可能影响毛利率水平。
 公司发布 2020 年三季度报告　　2020 年前三季度，公司实现营业收入 11.18 亿，同比增长18.59%； 归母净利润 1.67 亿，同比下降 9.49%； 扣非净利润 1.61亿，同比增长 18.68%， EPS 为 0.14 元。第三季度单季实现营业收入 4.09 亿，同比增长 24.29%，归母净利润 7488 万，同比增长24.94%，扣非净利润 7157 万，同比增长 29.66%，业绩符合预期。 持续推进业务创新，巩固龙头地位　　应对疫情， 公司推出“公共卫生应急联防联控整体解决方案”，为提升公共卫生防控救治能力提供信息化基础。 7 月份，公司首推以健康城市场景流为运营内容的“城市健康大脑+未来社区”医康养护服务全流程一体化解决方案。 8 月份，公司“遵义市全民健康信息化平台”完成市、县两级全民健康信息基础平台的建设。 10 月 16 日，公司与温州市数据管理发展集团有限公司正式签约，共同推进健康温州智慧平台建设。　　公司基于自身在医卫信息化的优势，持续推出以区域健康信息建设为主的产品，有望通过地方健康平台的建设，增强在当地医院信息化的竞争力。　　基于公司的竞争优势以及今年持续推出的新产品，我们预计前三季度公司在公卫信息化领域取得良好进展，预计公卫信息化占收入比重有所提升。　　三季度订单充足，公司业绩有望延续增长　　根据采招网公开订单统计， 第三季度公司订单同比增速超过 50%，前三季度累计订单达到 11%，预计公司在手订单充足。 由于订单带来的预收款项增加以及执行新的会计准则，公司合同负债为 2.29 亿元，较年初的预收款项 1.58 亿元，增长 45%。 考虑到订单中标至确认收入存在一定周期，预计四季度至明年公司业绩有望持续高增长。　　积极参与产业基金， 为企业长期发展储蓄力量　　8 月 20 日，创业慧康公告以自有资金出资 2000 万元， 与国元投资、弘博资本及其他投资者共同投资产业基金； 9 月 2 日，公司公告以自有资金出资 3000 万元， 参股产业基金安丰康元。 公司在不断加大自身研发投入的同时，积极参与产业基金，关注新兴领域发展，有望为公司长期发展储备力量。　　财务指标基本正常，毛利率有所下降，费用控制较好　　前三季度，公司毛利率为 50.63%， 去年同期为 52.12%，下降 1.49 pct）。公司销售费用率、管理费用率、研发费用率分别为 9.90%、 11.36%、 9.47%，相比去年同期变动+0.32 pct、 -0.51 pct、 -2.66 pct； 整体费用率 30.73%，去年同期为 33.97%， 费用率有所下降， 费用控制较好。 上年同期处置苏州雅戈尔置业股权，导致投资收益基数较高，今年投资收益下滑。 投资评级　　公司是国内医疗信息化行业的龙头企业，在 HIS、 CIS、公共卫生信息化等领域拥有丰富经验和强劲实力，在医卫互联网、医卫物联网等新兴业务领域布局早、发展快，医保信息化业务也成功卡位。我们认为目前行业整体受益于政策鼓励，电子病历建设、互联网医院建设、公共卫生投入及医保信息化均有较快发展。结合行业发展和公司实力，我们认为公司有望在此过程中受益，业绩保持快速增长。,"互联网医疗、公共卫生信息化建设进展不及预期；行业竞争加剧, 公司业绩不及预期；公司创新业务进展不及预期。",外部市场需求波动风险；政策变化可能影响公共卫生信息化项目推进；行业竞争加剧导致市场份额压力；研发投入回报周期较长，短期内盈利能力承压。
　财务指标稳健：股权收益丰厚，费用率下降，现金流优异　　1）1-3Q20投资收益5.6亿元、公允价值变动收益（持有小米、伊利等）约5.2亿元，两者构成归母与扣非的差异；2）1-3Q20销售费率同比下滑1.3pct至11.5%，疫情期间消费品龙头均出现费率下降，我们预计与龙头的品牌力有关；3）1-3Q20财务费率同比下降0.3pct至0.0%，主因吸并后账面资金增厚、利息收入增长；4）1-3Q20其他应收款相比较于2019年底增长8.2亿元至21.9亿元，主因计提市场维护费；5）1-3Q20经营性现金流34.9亿元、高于扣非净利，现金流表现良好。　　药品：渠道去库接近尾声，股权激励提振士气　　以药品事业部为主的母公司1-3Q20实现收入40.5亿元（+1.5%yoy）、毛利率55.1%（+0.3pct），其中3Q20实现收入15.9亿元（+9%yoy）、有所提速，我们预计药品部2020年内生收入增速5~10%，长期增量依赖外延：1）销售人员士气经过2017-18年去库存的低落、2019年涨薪后的恢复，2020年受益于股权激励落地将显著提振；2）2020年考核更加精细化（省区指标在发货与利润上增加纯销），人员结构持续优化（削减商务人员、增派终端营销）；3）积极寻找关节等契合公司骨科领域的产品引入机会。　　大健康：市占率持续提升，净利率边际向上　　我们预计健康产品部1-3Q20收入实现较快增长，我们认为大健康部2020-22年收入端有望持续超越15%，且净利率存在边际提升趋势：1）牙膏市场维持高个位数增长，白药品牌市占率持续提升；2）KA渠道平稳，分销渠道不断深耕、对不饱和区域增加分销商挖潜市场；3）多肽牙膏等高毛利新品的规模起量抬高毛利率；4）规模效应与媒介分散化下的广告费率边际递减。　　医药商业与中药资源部表现平稳　　1）我们预计医药商业1-3Q20收入维持平稳增长，近年增长依赖并购地区小公司，未来增长动力来自于医院药房的供应链延伸与并购企业的经营效率提升。2）我们预计中药资源部1-3Q20收入表现平稳，公司计划以“白药养生云平台”为主体开拓健康养生新模式，目前在市内机场、高铁、旅游区开店，未来计划区域扩张。　　,"医保控费超预期, 外延收购不达预期。
",外延式并购整合风险；市场竞争加剧导致毛利率压力；政策变化对药品销售渠道的影响；新产品市场接受度不及预期。
 1.投资事件　　公司发布2020年第三季度报告。 (一)受益于猪价高位，业绩环比增长显著　　2020前三季度，公司营业收入为554.56亿元，同比+14.8%；归母净利润82.41亿元，同比+35.44%；扣非后归母净利润为75.56亿元，同比+47.11%。公司综合毛利率23.26%；期间费用占比为9.31%，同比+0.91pct。2020Q3，公司营业收入为194.89亿元，同比+9.04%；归母净利润40.88亿元，同比-13.06%，环比+80.8%；扣非后归母净利润33.39亿元，同比-25.9%，环比+49.46%。公司利润主要源于生猪养殖业务利润贡献。　　(二)生猪业务利润贡献显著，产能增长持续　　2020前三季度，公司实现生猪出栏706.53万头。20Q3，公司生猪出栏219.94万头，同比-41.47%；生猪销售均价为36.27元/kg，环比+13.1%；出栏均重121.18元/kg，环比-5.75%；我们估算Q3生猪头均盈利约为1855元，环比+47.11%。20年三季度末，公司生产性生物资产为89.87亿元，环比+48.79%，同比+133.79%。在猪价方面，10月猪价持续震荡下行；但我们经过比对历史数据及年内消费规律发现，11月至来年1月，猪价呈现环比上涨态势，我们认为猪价短期内将迎来上行态势，利好公司生猪利润贡献。　　(三)黄鸡销量环比快增长，价格有望上行　　2020前三季度，公司销售肉鸡7.71亿只。20Q3，公司销售肉鸡2.92亿只，环比+14.06%；销售均价为12.34元/kg，环比+11.27%；出栏均重为1.81kg/只，环比-3.21%。我们预计Q3公司肉鸡养殖业务基本盈亏平衡。公司肉鸡为黄羽鸡品种，我们认为随着11月猪价环比上行的预期，黄鸡价格或将被带动上行；另外，受新冠疫情对活禽政策的影响，20年黄鸡价格并不理想，基本处于成本以下，我们认为随着需求的恢复，黄鸡价格将重回正常趋势，我们看好公司黄鸡业务未来的业绩表现。　,"1、动物疫情的风险；
2、原材料价格波动的风险；
3、政策变化的风险；
4、猪价、鸡价波动的风险；
5、质量的风险；
6、市场竞争的风险等。",生猪价格波动风险；生猪出栏量下降可能影响业绩；黄鸡价格恢复不及预期；疫情影响下游需求的不确定性。
营收增速稳定，盈利降幅收窄。1）公司2020年前三季度归母净利润同比-5.5%，但降幅较20H1收窄（-9.2%，20H1），同比负增长主要系年初以来拨备计提力度加大，前三季度信用减值损失同比增长41.1%，但单季来看Q3计提同比增速低于Q2（3季度40.0%，2季度85.0%），前三季度成本收入比21.8%，较上半年小幅提升0.6pct；2）公司2020年前三季度营收同比增速较上半年微降14bp至11.1%，下滑主要受非息收入增速放缓所致，公司前三季度在资产负债规模稳步扩张、息差稳健下实现利息净收入同比增长13.5%，快于营收增速；非息收入中手续费及佣金净收入同比增长27.4%（28.4%，20H1），增速下滑但仍然优于同业，投资收益同比增长13.7%（17.1%，20H1）。　　资产结构持续调整，负债成本下行致息差逆势走扩。1）公司期初期末口径测算前三季度息差1.99%，较上半年提升6bp，资负两端均有正贡献；2）资产端期初期末口径测算Q3单季年化生息资产收益率3.84%，环比提升6bp，增长主要源于零售贷款占比提升，公司2020年以来资产结构延续向贷款的本源业务回归，截至Q3末，公司贷款总资产占比49.3%，较年初提升2.4pct，从结构上来看，对公贷款较年初增长11.6%，零售贷款同期增速13.4%，零售贷款占比提升从资产0.4pct至42.6%；3）负债端期初期末口径测算Q3单季年化付息负债成本率2.26%，环比下行12bp。　　不良率环比持平，拨备覆盖依旧充足。1）公司Q3末不良率较Q2末环比持平在1.47%，处于股份行中较低水平；公司2020年以来不断加大不良资产处置力度，前三季度核销及转出额同比增加32%，单季测算年化不良生成率1.84%，较Q2环比提升8bp；前瞻性指标方面，截至3季度末，公司关注率1.69%，较年初降低9bp，未来潜在资产质量可控。2）Q3末公司拨备覆盖率212%，较Q2末环比降低3pct，拨贷比环比下降5bp至3.11%，拨备覆盖整体上仍然充足。　　,1）宏观经济下行导致行业资产质量压力超预期抬升；2）利率下行导致行业息差收窄超预期；3）中美摩擦升级导致外部风险抬升。,不良贷款风险上升；信用减值损失持续增加；非息收入增速放缓影响整体盈利能力；市场竞争加剧导致手续费及佣金收入增长乏力。
　　事件：宁波银行公布20Q3业绩报告，前三季度实现营收303亿（同比+18.4%），PPOP为194亿（+15.6%），归母净利润113亿（+5.2%），不良率0.79%（环比6月末持平），拨备覆盖率提升10.3pc至516%。　　Q3息差逆势提升，核心业务收入增速高达35%。收入增速较20H略降，主要受其他非息收入扰动（利率上行环境下，Q3单季度债券类资产公允价值波动同比少增17.8亿），但预计仍为行业最高增速。剔除非息因素波动的影响，其核心经营带来的收入，即“利息净收入+手续费”收入，Q3单季度同比增速高达35.3%，相比Q2提升9.65pc，19Q4-20Q2增速分别为4.6%、27.4%、25.7%。其中：　　1）前三季度净息差相比20H逆市提升8bps至1.86%，带动Q3单季度利息净收入大幅增长36%，增速较Q2提升17.3pc。根据期初期末平均余额口径测算，Q3资产端收益率相比Q2提升了12bps，而负债端成本率则下降了8bps，息差逆市提升反映了宁波银行出色的议价能力，而这背后反应的是其多年来“播种专业，收获森林”理念下，包括“四管加一宝”在内的综合服务能力的不断升级所带来的宝贵的客户粘性。　　2）前三季度手续费及佣金净收入继续保持42%的高增速，主要是财富管理、国际业务、银行卡等业务“多点开花”。自2019年以来宁波银行对大零售战略“加大马力”：A、首次将个人业务条线细分为个人银行、财富管理、私人银行、信用卡、消费金融五个一级部门；B、不断加大专业人员配置力度，2019年个人业务新增员工约1400多人；C、与各大基金公司加强合作，丰富财富管理的产品体系，预计未来将持续支撑宁波银行中收、营收整体保持高增长。　　3）利润增速下降主要是管理费用增加+多提拨备，进一步提升经营竞争力、风险抵御能力。收入高增长的同时，Q3单季度PPOP增速下降至3.5%，主要是管理费用增加（同比+7亿，+22.5%）；利润增速下降：主要是加大了拨备计提力度，包括贷款和投资资产等，Q3单季度同比多提6亿（+36%）。　　资产质量保持优异，拨备覆盖率稳步提升。1）不良指标保持稳定：不良率（0.79%）与6月末持平，加回核销后的不良生成率仅0.74%，相比20H基本持平。关注类贷款占比环比下降5bps至0.54%，资产质量继续优化。2）拨备覆盖率（516.35%）较6月末环比上升10.33pc，拨贷比（4.08）环比上升0.08pc，整体抵御风险能力不断增强。3）加大投资类资产、表外业务的计提力度，补充拨备。前三季度宁波银行计提拨备70.35亿（+46%），其中贷款计提61.94亿、同比多提14.89亿；非信贷资产计提8.4亿，主要是表外资产减值准备计提14亿（去年同期计提3亿），进一步提升综合风险抵御能力。,"疫情再度恶化, 宏观经济加速下滑, 中美贸易摩擦再次发酵。",利率上行对债券类资产公允价值影响加大；管理费用上升可能压缩利润空间；拨备计提增加影响短期盈利能力；市场竞争加剧可能影响手续费及佣金收入增长。
 前三季度，公司实现营业收入24.16亿元，同比+79.33%，实现归母净利润1.96亿元，同比+136.45%，实现扣非归母净利1.85亿元，同比+136.92%。 三季度收入增长超预期，业绩略不及预期主要是由于汇率波动。单季度看，Q3营收10.58亿元，同比+92.35%、环比+20.10%，在笔电金属化趋势下，公司持续获得客户大批量订单，三季度销售收入创新高。Q3实现归母净利润5809万元，同比仅增长1.91%、环比下滑39.63%，主要是由于汇率波动，人民币升值导致财务费用增长、毛利率下滑，今年单三季度财务费用高达4039万元，去年同期为-886万元，三季度毛利率18.62%，环比下降2.44pct。剔除汇率波动的影响，公司经营其实可圈可点，前三季度公司研发投入9336万元，同比+46.5%，后续金属结构件产品储备丰富。　　“金属化”是近两年笔电结构件市场增长的主要驱动力，金属件也是公司IPO及之后扩产的最主要的方向。笔电结构件市场早期由台资企业把持，近些年逐渐向内资企业转移，金属件投资金额较大，巨腾国际、铠胜、可成等台资企业近些年资本开支大幅下降，且营收几无增长、净利润大幅下滑甚至亏损、固定资产长期处于高位，以春秋电子为代表的国内笔电结构件厂商不断扩产，凭借出色的模具开发能力和表面处理工艺水平，销售规模保持较快增长，同时新客户不断拓展，中长期成长明确。　　公司第一大客户为联想，供货对象主要为联想的全资子公司合肥联宝，联宝在联想体系中销售规模增长较快，且战略地位愈发凸显，今年联宝金属结构件增长较快。同时公司积极拓展新客户惠普、戴尔，公司公告拟在越南投资2260万美元，满足海外客户订单。公司与上海摩勤智能在南昌成立合资公司，上海摩勤智能系华勤全资子公司，华勤发展势头迅猛，逐渐成为笔电ODM市场的重要一极，华勤也是华为的ODM厂商，此次春秋与华勤的合作将顺势切入华为产业链，分享华为笔电高速发展的红利。,"扩产项目建设进展不及预期, 汇率波动",外部市场环境波动风险；汇率波动对财务费用和毛利率的影响；客户集中度高导致依赖风险；行业竞争加剧可能影响市场份额；新客户拓展进展不及预期。
　　事件：公司发布2020年3季报：三季度实现营收18.7亿元，同比增长33.77%，归母净利润3.16亿元，同比增长64.62%。　　业绩超预期，红旗贡献重要力量。2020Q3，公司收入、归母净利润环比分别增长15.39%、36.4%，业绩超出预期。我们认为，公司三季度业绩超预期的核心原因在于：1）2020Q3一汽红旗销量呈现超高速增长：3季度销量达5.92万辆，同比增长94.62%，环比增长31.33%，预计其为星宇股份贡献了显著业绩增量；2）由公司配套车灯的换代卡罗拉销量表现非常亮眼：2020Q3，卡罗拉销量同比增长46.26%；3）公司配套前后车灯（前矩阵式LED，后OLED）的红旗H9于8月份正式上市，上市后关注度持续上升，由于价值量、毛利率均较高，预计为星宇股份贡献了显著业绩增量。　　毛利率表现优异，费用管控好。2020Q3，公司综合毛利率28.96%，同比提升4.71pct，环比提升1.58pct，毛利率数据优秀，我们预计其主要是：来自于红旗（H9、H5、HS5等车型热销）的收入占比提升所致，而为红旗配套的产品毛利率较高。三季度公司的销售/管理/研发财务费用率分别为2.34/2.17/3.98/-0.38%，比去年同期分别减少0.37/0.42/-0.47/0.55，除了研发投入占比提升外，其他费用率均有下降，管控较好。　　收入&盈利双提升，未来仍值期待。我们认为，展望未来公司收入仍有较大增长空间：1）南北丰田强大新品周期将在2021年开启，公司作为其核心供应商，将受益客户的销量扩张；2）车灯行业的升级（更美观、更酷炫、更安全）将在相当长的时间内持续进行，LED车灯和ADB大灯都不会是车灯行业的天花板，公司有望持续受益行业升级红利；3）公司海外业务发展迅速，有望在2021年上半年，即可为为公司带来显著业绩增量。另外，公司毛利率亦有提升空间，主要来自于：产品结构优化升级、核心件（如电子件等）自制率提升。　　,乘用车行业销量大幅下滑；新项目进展低于预期,市场需求波动风险；新车型销量不及预期；原材料价格上涨导致成本压力；国际市场不确定性影响出口业务。
