input,response,output
    1月6日讯，锦富技术(300128)股价今日报收3.55元，涨幅为下跌3.53%，成交额为0.82亿元，换手率2.13%，收盘价创年内收盘新低。      ,锦富技术,锦富技术
    1月6日讯，红旗连锁(002697)股价今日报收6.19元，涨幅为下跌2.37%，成交额为1.07亿元，换手率1.60%，收盘价创年内收盘新低。      ,红旗连锁,红旗连锁
    1月6日讯，中石科技(300684)股价今日报收23.02元，涨幅为下跌4.28%，成交额为1.14亿元，换手率3.43%，收盘价创年内收盘新低。      ,中石科技,中石科技
    2020年，中国中铁股份有限公司发布14次重大工程中标公告，轨道交通建设类中标项目共计108个项目，总投资超2289.8863亿元。其中城市轨道交通建设项目48个，总投资共计1013.8489亿元；铁路建设项目60个，总投资共计1276.0374亿元。          从RT轨道交通小编整理出的108个项目来看，还有以下几个特点：1、中标项目在区域分布上主要集中在合肥、杭州、苏州、广州、天津、郑州、西安等地；2、各成员单位间中标项目数差异较大，其中中铁电气化局、中铁建工、中铁一局中标数量较多，均在8个以上。          3、从中标策略来看，组建竞标联合体是中国中铁获取大规模项目的主要方式，天津地铁4号线北段工程，中标金额达到236.78亿元；长春市城市轨道交通5号线一期工程中标金额超93.62亿元，这些大金额的项目都是联合体中标。          具体详情如下：城轨交通项目RT轨道交通每日、每月发布城轨行业中标数据信息，并最终汇总成年度报告——《2020年中国城市轨道交通市场数据报告》,中国中铁,中国中铁股份有限公司，中铁电气化局，中铁建工，中铁一局
"本公司及全体董事会成员保证信息披露的内容真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。      深圳市卓翼科技股份有限公司（以下简称“卓翼科技”或“公司”）于2021年1月5日收到深圳证券交易所中小板公司管理部下发的《关于对深圳市卓翼科技股份有限公司的关注函》（中小板关注函【2021】第9号）（以下简称“关注函”）。公司就关注函中所涉及事项进行了核实，并根据相关事项目前进展情况，对关注函中有关问题向深圳证券交易所进行了回复，现将回复内容披露如下：      1、你公司及韦舒婷收到股权委托书的具体时间，你公司及韦舒婷是否及时履行了信息披露义务。      回复：夏传武先生出具的委托书落款时间为2020年12月18日，目前夏传武先生已被宁波市公安局逮捕，需通过律师与外界沟通，相关文件传递会有滞后，其事务全权由夏传武先生妻子韦舒婷女士处理。经与韦舒婷女士核实，其于2020年12月30日方才收到此委托书，并于2020年12月30日将此委托书提供至公司，公司于2020年12月31日上传相关公告，及时履行了信息披露义务。      2、自2020年7月以来，你公司变更总经理及董事会秘书，并聘任多名高级管理人员，请说明你公司生产经营活动是否发生重大变化，你公司管理层频繁变动对公司生产经营是否产生负面影响。      回复：公司生产经营活动有序开展，未发生重大变化。公司高级管理人员变更情况具体如下：      2020年7月，公司董事长兼总经理陈新民先生为了将更多精力投入于公司战略管理等工作，不再兼任公司总经理，改为聘用萧维周先生担任公司总经理一职，负责公司的运营及管理工作，进一步提升管理效率。      2020年10月，公司时任董事会秘书魏代英女士因个人原因辞去相关职务，仍在公司及下属子公司担任其他职务，公司聘任杨栋先生担任董事会秘书一职，系正常人员更替。      公司为优化经营管理，于2020年9月、12月先后聘任韩继玲先生、袁雄亮先生、卢和忠先生、李兴舫先生及魏志勇先生为副总经理，分别负责业务部门、研发部门、干部与流程管理及行政服务中心等管理工作，其五人分别于2008年、2011年、2011年、2015年、2005年加入公司，对公司经营情况及业务开展情况十分了解，具备与其行使相应职权相适应的任职条件和工作能力。      综上，公司上述高级管理人员的变动，系公司进一步提高公司管理水平需要，也是公司按照战略布局推行既定经营计划所作出的合理安排，未对公司生产经营活动产生重大影响。      3、结合你公司前期公告，你公司个别员工盗用客户A专用账号违规解锁客户A的产品导致客户A遭受一定损失，客户A向你公司提出赔偿2,029万元。请补充说明你公司生产经营的内控制度是否存在重大缺陷，你公司已采取或拟采取何种措施优化你公司内控制度杜绝类似违规事项的发生。      回复：经自查，公司在信息安全管理方面存在一定疏忽，公司生产经营的内控制度存在不完善情形，同时公司涉案员工存在故意窃取内部机密文件，联合外部人士损害公司利益的行为。针对此事项，公司已采取如下措施：      1）公司已在第一时间到公安机关报案。公安机关经立案侦查，抓获6名犯罪嫌疑人，目前检察机关已全部批准逮捕；      2）公司针对工厂产线质量安全、人员管理、网络安全管理、解锁工具安全管理等方面进行全面自查及整改，并制定了切实可行的整改计划提交至客户A。后续将严格按照此整改计划进行整改，杜绝此类事项发生。      针对此事项反应出来的信息安全管理漏洞，公司已采取如下措施：      1）全面升级公司及下属公司内网防火墙硬件，配备高端网络智能防御系统，提升电脑桌面管理力度；      2）进行全员信息安全通识培训，并将考核结果纳入员工绩效考核表；      3）完善信息安全奖惩管理规定及信息安全管理组织，成立信息安全管理委员会，总经理任主任委员，指定从一级部门到二级部门的信息安全副主任委员、执行干事并确认各部门的信息安全专员，对信息安全专员进行培训以学习如何进行信息资产识别、分类与风险评估，并进行日常的信息安全管理工作；      4）成立稽核小组，对信息安全管理事项进行不定期稽查。      4、你公司认为需说明的其他事项。      回复：鉴于目前实际控制人夏传武先生高质押率及所持公司股份均被冻结等情况，公司存在实际控制权不稳定的风险，特此向广大投资者作出重大风险提示。敬请广大投资者谨慎决策，注意投资风险。      特此公告。      深圳市卓翼科技股份有限公司      董事会      二〇二一年一月七日",卓翼科技,深圳市卓翼科技股份有限公司
    江苏雷利在互动平台表示，公司今后会加强市值管理方面的工作。目前公司各业务板块运营情况良好，盈利能力稳定。      ,江苏雷利,江苏雷利
"1月7日讯据浙江广电总台《1818黄金眼》栏目近日报道，王先生买的新房交付了，但他说，很多设施还没有完善，问题还有很多。          王先生买的新房,在杭州地铁一号线余杭梦寐站旁的艺郡湖小区，面积89平方，总价200万出头，王先生说，按照合同约定，楼盘的交付时间是2020年12月31日。          “今天是交付时间，但里面很多设施还没有完善”，王先生提供了照片，说有业主提前进入小区，发现公共走道还堆放着杂物，设施也还在修缮，开发商前期承诺的儿童乐园等设施也不见踪影。          另外，业主们今天陆续赶到现场，有些却被拦着不让进，说是让他们先收房。          “3栋下面其实有个儿童乐园的，现在简单铺设就完成了，按道理先验房，觉得没问题再签字对不对，现在是不同意我们验房，就是要我们按他的流程走”，王先生告诉记者。          记者陪王先生来到交付签到处，工作人员表示，业主是可以先验房的，随后记者和王先生一起进入小区，发现工人还在做扫尾工作。          “马上就好，最迟不会超过三四天，地下室一个礼拜能弄好，定下的日期弄不好要罚钱的”，现场工人告诉记者。          地下室区域，堆放着不少施工设备和建筑材料，有些车位顶部还有渗水现象，王先生对于这样的情况能不能直接交付，表示有疑问，至于儿童游乐园，现场有三个健身器材，塑胶地面比较软，王先生用脚稍稍用力，就发生了脱落。          记者尝试联系开发商杭州余杭地铁上盖物业开发有限公司，一位工作人员表示，此事由项目代建施工方——绿地控股给予回复。          “园区里的设施设备是取得竣工备案的，从法理上说，目前是具备交付条件的，至于为什么会有整改呢，我们给业主的告知书里也说了，有些细节需要提升。          业主说的地下室渗水迹象，这也是常见的工程瑕疵，后期都会修缮处理，都会维修到位的，到时肯定按照交付的标准交付到业主手上的”，绿地控股客服部何经理表示。          绿地控股的何经理告诉记者，整改的期限目前还不太明确，作为代建施工方，接下来也会跟开发商进行沟通，给业主们一个确切的答复。 ",绿地控股,杭州余杭地铁上盖物业开发有限公司，绿地控股
1月5日讯昨日晚间，天齐锂业(002466.SZ)发布关于公司董事、高级管理人员减持计划实施完成的公告。          2020年12月31日，公司收到董事兼高级管理人员邹军减持股份的通知，其减持计划已经实施完毕。          此前，天齐锂业于2020年10月21日披露了《关于公司董事、高级管理人员减持计划的预披露公告》，公司董事兼高级管理人员邹军、高级管理人员李波计划于预披露公告发布之日起15个交易日后的6个月内，通过二级市场集中竞价交易方式减持公司股份合计不超过37.65万股，约占公司总股本的0.0255%（若此期间有送股、资本公积金转增股本等股份变动事项，则对减持数量进行相应调整）。          2020年12月31日，邹军通过集中竞价方式减持28.12万股，占总股本比例0.0190%，减持均价为39.104元/股，合计套现1099.66万元。          中国经济网查询发现，2007年12月至今，邹军任天齐锂业董事、财务总监，负责公司财务、会计及税务事务管理等。 ,天齐锂业,天齐锂业
    1月8日讯，申万宏源证券1月7日将万华化学评级由2020年10月23日的增持，调整为买入，2020年EPS预测由4.43元调整为3.19元。      ,申万宏源，万华化学,万华化学，申万宏源证券
    寒潮遇养老金发放日，一些退休市民今早收到了来自上海银行的短信提示：“尽量减少外出，注意防风保暖……养老金查询及业务办理，可在手机银行、微信银行等渠道……”而前往上海银行网点，同样感受到多种暖心服务：网点提前开门营业，减少中老年人在外等候时间；除客户外，银行网点还向环卫工人、快递员、送餐员、出租车司机等户外劳动者开放，提供取暖休息、餐食加热等服务。          “一早就收到上海银行的短信，女儿也让我过几天回暖了再来银行。但每个月发养老金这天都来，已经成习惯了。”家住静安区的黄阿姨送外孙上学后，就来到上海银行网点。“本来以为还要在门口排队等着，没想到今天提前开门了。”张阿姨发微信给女儿，让她放心。          据悉，上海银行针对此次寒潮推出“早提醒”、“早营业”、“早检查”等“五大暖心服务”，具体包括：向养老金代发客户发送短信，提醒御寒保暖、便捷业务办理渠道等；养老金高峰日网点提前半小时营业，减少老年客户等候时间；提前做好检查，确保机具正常运营，资金准备到位；协调网点志愿者到位，合理分流，临柜快速办理；在微信公众号开设“养老课堂”，让老年客户轻松掌握养生知识，提醒老人关注气候变化等；近期组织开展“美好生活在您身边”进社区活动，向社区高龄银发老人送去冬日温暖。          除了老年市民，寒潮下，环卫工人们等户外劳动者能否有一个温暖舒适的环境休息片刻，也牵动着很多人的心。据悉，早在2018年，上海银行与市绿化市容行业工会共建“爱心接力站”，该行200余家网点向全市环卫工人传递爱心，提供包括饮水休息、餐食加热、避暑取暖、手机充电等多项服务。          在上海银行网点可以看到，“爱心接力站”在醒目位置予以挂牌明示，方便识别，需要歇脚取暖的户外劳动者能以最快的时间、最短的距离找到。除了环卫工人，快递员、协管员、送餐员、出租车司机、物流驾驶员、交警辅警等更多的户外劳动者，也会来到网点，在“爱心接力站”感受寒潮中的暖意。      ,上海银行,上海银行
被称为“庄股”的济民制药（603222.SH）在今年初已经打开了跌停板，不过其股价巨震的余波仍未结束。在去年前三季度营收净利双增的中来股份（300393.SZ），因投资购买的理财产品“踩雷”济民制药，公司预计2020年度归属于上市公司股东的净利润为9000万元-11500万元，较上年同期下降52.71%-62.99%。          1月11日，中来股份证券部工作人员对记者表示，公司曾提出赎回全部基金，但是因为对方的推诿，导致没有全部赎回，已赎回的金额在2000万元左右，期间公司一直在推进工作。对于这种情况，公司会采取法律措施，向管理方提出仲裁，尽最大努力维护公司利益。而在主营业务上，目前订单状态饱和，公司是国内唯一量产的N型TOPCon电池的厂商，全年扣非净利润保持增长。      记者注意到，导致业绩下滑与私募基金并没有严格执行风险控制措施有关。根据合同约定，四只基金产品的基金合同中均约定预警线和平仓线为基金份额净值低于0.85元及0.80元，多只产品曾超过上述比例，基金没有任何避险动作。          从赎回过程来看，中来股份并非没有可能避免此次“踩雷”事件。公司早于2020年4月首次递交关于将全部所持基金份额赎回的申请，不过管理人以避免市场波动为由未执行赎回操作。多次交涉后，公司也仅于去年8月收到其中一只基金赎回金额1983.52万元，对应认购款项1840万元及盈利143.52万元。          其中，购买的委托理财（认购私募基金）在报告期内出现大额亏损，对净利润影响-1.68亿元。根据中来股份披露的使用闲置自有资金委托理财的进展公告显示，在认购金额合计2亿的四只基金中，均有重仓济民制药情况。净值表显示，4只基金产品于2020年12月当月亏损1.587亿元。          中来股份从事光伏产品的研发与制造，主要分为背板与电池组件两大板块。在2020年克服一季度疫情影响后，子公司高效电池业务以及电站业务增加，中来股份前三季度实现营业收入36.21亿元，同比增长44.85%；实现归母净利润2.63亿元，同比增长15.73%。          若扣除非经常性损益，报告期归属于上市公司股东的净利润约2.15亿-2.40元，较上年同期（1.89亿）增长 13.34%-26.53%。      ,中来股份，济民制药,济民制药，中来股份
桃李面包发布2020年度业绩快报公告。宣布公司2020年全年营收微增5.66%至59.63亿元，归属净利提升29.53%至8.85亿元。          对此，桃李面包表示，公司销售收入的稳步增长促进了生产规模的扩大，公司整体规模效应增强，毛利率水平有所提高；同时，受国家阶段性社保减免政策影响，公司成本费用也有所下降。,桃李面包,桃李面包
    【华通热力：实控人赵一波补充质押40万股】1月12日讯，华通热力公告，公司近日接到公司实际控制人赵一波通知，获悉赵一波将其所持有公司的部分股份进行了补充质押，补充质押40万股。      ,华通热力,华通热力，赵一波
"1月11日，沃特股份（002886.SZ）发布2020年年度业绩预告，在一系列的调整冲刺之后，沃特股份全年业务实现了营收与净利润双增长。据披露，公司2020年实现扣非后归属于上市公司股东的净利润为5,031.00万元—6,119.61万元，对比上年同期实现了173.26%—232.38%的亮眼增幅。业绩预喜的同时，公司控股股东及董监高作出承诺，即日起6个月内不减持公司股票，以实际行动提升市场信心，实现公司持续、稳定、健康发展。市场对其亦呈现出热烈反响，近两日沃特股份持续大涨，1月12日，沃特股份股价早盘直奔涨停，随后经过略微调整又快速以涨停封板，报收26.49元。      优势业务产能放量 助增整体经营业绩      据公司公告称，2020年度业绩的提升得益于主业两大动力引擎，一方面，公司液晶高分子（LCP）材料在5G通讯、汽车电子、笔记本电脑、移动终端、手机摄像头等应用领域陆续通过下游客户认证并进入批量化供应阶段，新增产能高效适配下游5G行业客户需求量，为公司带来可观的利润增长。另一方面，公司首次公开发行股票募投项目逐步投产，通用改性塑料产销量大幅增加，材料产品陆续通过下游汽车、光伏行业等客户认证并进入批量化供应阶段，业绩增长动力强劲。      上市以来，沃特股份围绕5G相关产业打造的高端新材料产业链不断完善，在业务端持续加码高端领域材料的研发和投入。在5G天线基材的LCP业务方面，公司开发出多款满足高力学性能、高耐热特性、高精密加工性的LCP 材料，目前已经拥有连续法生产I 型、II 型、III 型全系列LCP 树脂及复合材料，除注塑级LCP 外，公司还具有多项专利可用于制备纤维级和薄膜级LCP 材料，产品达业内领先水平。      而与LCP业务形成高度协同PTFE 薄膜材料业务上，沃特股份更是以国内可供高频PCB用PTFE的独有的技术优势走在行业前列；公司在2019年顺利并购的浙江科赛亦逐步发挥其产业效益，通过浙江科赛在国内领先的含氟高分子材料的研发生产和技术优势，沃特加速铺开了半导体制造、医疗器械等领域的布局。目前浙江科赛的高频设备用薄膜PTFE已形成量产，同时PTFE材料与LCP材料业务高效协同，更全面地为5G客户提供全产业链高分子材料解决方案，快速提升公司在5G高频信号传输以及半导体制造领域的市占率。      消费升级驱动了各类终端工业产品朝轻量化、定制化、智能化、环保化趋势发展，中国正成为全球改性塑料最大的潜在市场和主要需求增长动力。2020年，沃特股份在IPO期间的募投项目逐步投产，通用改性塑料产销量大幅增加。受益于行业景气度的回升及公司在高分子材料领域全面的前瞻布局，沃特股份近两年在稳健经营之下实现了业绩的大幅增长，公司不断释放已有技术储备，实现了技术成果落地和量产变现，其产品今年的产销量大幅增加，预计2021年将会迎来递进式增长。      新业绩增长点蓄势待发 填补特种高分子材料缺口      除了LCP和PTFE两大重头戏，沃特股份的后继动力更让人看好。2019年，沃特股份在重庆投资5亿建设特种工程塑料聚酰胺以及特种工程塑料聚砜项目（二者各1万吨产能，分三期建成），纵观全年进度，聚酰胺和聚砜材料已逐步投产，与公司现有特种工程塑料体系形成了强大的业务协同，进一步完善了公司在特种工程塑料产业的布局，亦为公司创造了新的利润贡献。      随着我国产业转型升级步伐提速，国家未来重大战略性新兴产业亟待国产化材料的进口替代和国产化强力支撑，沃特股份在特种工程塑料上的布局和深耕也契合国家的战略发展方向，未来前景巨大。随着5G 通信、半导体、医疗行业材料升级等不可阻挡的市场趋势，公司在高性能聚酰胺和高性能聚砜项目的产能同步释放，适配国内特种高分子材料快速增长的市场需求。      在5G持续发展与进口替代发展前景下，沃特股份亦将继续聚焦主业，紧跟市场发展机遇，满足国内高频通讯用高分子材料的供给缺口，进一步加大全产业链高分子材料产品供给，全面提升公司在新材料领域的市场竞争力。      此前曾有机构就A股1569家市值在20亿至50亿区间的上市公司作出分析，以营收、净利增速、毛利率等业绩指标均显著高于市场平均水平为衡量标准，筛选出真正值得投资的蓝筹股，沃特股份赫然在列。排除疫情给整个行业带动的相关业务增量和影响因素，沃特股份主业的后续发力具有非常扎实的产业根基。无论从业务运营能力还是业绩成长性看，沃特股份都值得被赋予更高的成长预期。   ",沃特股份,沃特股份，浙江科赛
